clock (30 min),Day,Total TNF (pg),Total IL1b (pg),Total TGF (pg),Total O2,Collagen (ug),Aggrecan (ug),Total Cells,Stem Cells,Pre-NP Cells,NP Cells,Live Cells,Dead Cells,Elastic Modulus(kPa),Swelling Ratio,Mass Loss(%),Alginate_wv(%),Alginate_Mw(kDa),Ca_XL(M),Viability Rate(%),Differentiation (%)
22,0.458333,0,0,25073.7,3.17025e+06,0.00000,0.00000,937,937,0,0,937.00000,62.00000,2.56420,29.48256,0.41017,2.00000,1500.00000,0.01500,93.79379,0.00000
23,0.479167,0,0,26491.9,3.26587e+06,0.00000,0.00000,935,935,0,0,935.00000,64.00000,2.56420,29.48256,0.41287,2.00000,1500.00000,0.01500,93.59359,0.00000
24,0.5,0,0,27376.9,3.48101e+06,3383.00000,2940.00000,933,933,0,0,933.00000,66.00000,2.56420,29.48256,0.41557,2.00000,1500.00000,0.01500,93.39339,0.00000
25,0.520833,0,0,28436.2,3.55897e+06,3383.00000,2940.00000,928,928,0,0,928.00000,71.00000,2.56420,29.48256,0.41827,2.00000,1500.00000,0.01500,92.89289,0.00000
26,0.541667,0,0,29872.8,3.74918e+06,3383.00000,2940.00000,923,923,0,0,923.00000,76.00000,2.56420,29.48256,0.42097,2.00000,1500.00000,0.01500,92.39239,0.00000
27,0.5625,0,0,30543.7,3.9358e+06,3383.00000,2940.00000,920,920,0,0,920.00000,79.00000,2.56420,29.48256,0.42368,2.00000,1500.00000,0.01500,92.09209,0.00000
28,0.583333,0,0,31949.8,4.01515e+06,3383.00000,2940.00000,919,919,0,0,919.00000,80.00000,2.56420,29.48256,0.42638,2.00000,1500.00000,0.01500,91.99199,0.00000
29,0.604167,0,0,32661.9,4.23478e+06,3383.00000,2940.00000,912,912,0,0,912.00000,87.00000,2.56420,29.48256,0.42908,2.00000,1500.00000,0.01500,91.29129,0.00000
30,0.625,0,0,34065.4,4.31576e+06,3383.00000,2940.00000,910,910,0,0,910.00000,89.00000,2.56420,29.48256,0.43178,2.00000,1500.00000,0.01500,91.09109,0.00000
31,0.645833,0,0,34718.3,4.50276e+06,3383.00000,2940.00000,908,908,0,0,908.00000,91.00000,2.56420,29.48256,0.43448,2.00000,1500.00000,0.01500,90.89089,0.00000
32,0.666667,0,0,36183.1,4.67999e+06,3383.00000,2940.00000,901,901,0,0,901.00000,98.00000,2.56420,29.48256,0.43718,2.00000,1500.00000,0.01500,90.19019,0.00000
33,0.6875,0,0,36636.8,4.82522e+06,3383.00000,2940.00000,895,895,0,0,895.00000,104.00000,2.56420,29.48256,0.43988,2.00000,1500.00000,0.01500,89.58959,0.00000
34,0.708333,0,0,37946.7,5e+06,3383.00000,2940.00000,894,894,0,0,894.00000,105.00000,2.56420,29.48256,0.44258,2.00000,1500.00000,0.01500,89.48949,0.00000
35,0.729167,0,0,39748,5.16047e+06,3383.00000,2940.00000,888,888,0,0,888.00000,111.00000,2.56420,29.48256,0.44528,2.00000,1500.00000,0.01500,88.88889,0.00000
36,0.75,0,0,40149.4,5.34113e+06,3383.00000,2940.00000,884,884,0,0,884.00000,115.00000,2.56420,29.48256,0.44798,2.00000,1500.00000,0.01500,88.48849,0.00000
37,0.770833,0,0,41287.3,5.49985e+06,3383.00000,2940.00000,881,881,0,0,881.00000,118.00000,2.56420,29.48256,0.45068,2.00000,1500.00000,0.01500,88.18819,0.00000
38,0.791667,0,0,42585.1,5.64642e+06,3383.00000,2940.00000,876,876,0,0,876.00000,123.00000,2.56420,29.48256,0.45338,2.00000,1500.00000,0.01500,87.68769,0.00000
39,0.8125,0,0,43727.2,5.8549e+06,3383.00000,2940.00000,874,874,0,0,874.00000,125.00000,2.56420,29.48256,0.45608,2.00000,1500.00000,0.01500,87.48749,0.00000
40,0.833333,0,0,44090.7,6.00003e+06,3383.00000,2940.00000,874,874,0,0,874.00000,125.00000,2.56420,29.48256,0.45878,2.00000,1500.00000,0.01500,87.48749,0.00000
41,0.854167,0,0,45186.7,6.13645e+06,3383.00000,2940.00000,868,868,0,0,868.00000,131.00000,2.56420,29.48256,0.46148,2.00000,1500.00000,0.01500,86.88689,0.00000
42,0.875,0,0,46661,6.37248e+06,3383.00000,2940.00000,868,868,0,0,868.00000,131.00000,2.56420,29.48256,0.46418,2.00000,1500.00000,0.01500,86.88689,0.00000
43,0.895833,0,0,47836.6,6.50204e+06,3383.00000,2940.00000,867,867,0,0,867.00000,132.00000,2.56420,29.48256,0.46688,2.00000,1500.00000,0.01500,86.78679,0.00000
44,0.916667,0,0,48143.1,6.64646e+06,3383.00000,2940.00000,869,869,0,0,869.00000,132.00000,2.56420,29.48256,0.46958,2.00000,1500.00000,0.01500,86.81319,0.00000
45,0.9375,0,0,49085.2,6.9619e+06,3383.00000,2940.00000,868,868,0,0,868.00000,133.00000,2.56420,29.48256,0.47228,2.00000,1500.00000,0.01500,86.71329,0.00000
46,0.958333,0,0,50823.5,7.00916e+06,3383.00000,2940.00000,868,868,0,0,868.00000,133.00000,2.56420,29.48256,0.47498,2.00000,1500.00000,0.01500,86.71329,0.00000
47,0.979167,0,0,51751.7,7.14419e+06,3383.00000,2940.00000,870,870,0,0,870.00000,133.00000,2.56420,29.48256,0.47768,2.00000,1500.00000,0.01500,86.73978,0.00000
48,1,0,0,52155.8,7.47174e+06,6939.00000,5988.00000,873,873,0,0,873.00000,133.00000,2.56420,29.48256,0.48038,2.00000,1500.00000,0.01500,86.77933,0.00000
49,1.02083,0,0,52977.1,7.53269e+06,6939.00000,5988.00000,873,873,0,0,873.00000,133.00000,2.56420,29.48256,0.48308,2.00000,1500.00000,0.01500,86.77933,0.00000
50,1.04167,0,0,54906.3,7.87163e+06,6939.00000,5988.00000,876,876,0,0,876.00000,133.00000,2.56420,29.48256,0.48578,2.00000,1500.00000,0.01500,86.81863,0.00000
51,1.0625,0,0,55790.5,7.99835e+06,6939.00000,5988.00000,878,878,0,0,878.00000,133.00000,2.56420,29.48256,0.48848,2.00000,1500.00000,0.01500,86.84470,0.00000
52,1.08333,0,0,56588,8.10213e+06,6939.00000,5988.00000,884,884,0,0,884.00000,133.00000,2.56420,29.48256,0.49118,2.00000,1500.00000,0.01500,86.92232,0.00000
53,1.10417,0,0,58541.8,8.40277e+06,6939.00000,5988.00000,896,896,0,0,896.00000,133.00000,2.56420,29.48256,0.49387,2.00000,1500.00000,0.01500,87.07483,0.00000
54,1.125,0,0,59489.1,8.51425e+06,6939.00000,5988.00000,911,911,0,0,911.00000,133.00000,2.56420,29.48256,0.49657,2.00000,1500.00000,0.01500,87.26054,0.00000
55,1.14583,0,0,59808.5,8.63334e+06,6939.00000,5988.00000,914,914,0,0,914.00000,133.00000,2.56420,29.48256,0.49927,2.00000,1500.00000,0.01500,87.29704,0.00000
56,1.16667,0,0,60604.6,8.99269e+06,6939.00000,5988.00000,921,921,0,0,921.00000,133.00000,2.56420,29.48256,0.50197,2.00000,1500.00000,0.01500,87.38140,0.00000
57,1.1875,0,0,62747.6,9.08583e+06,6939.00000,5988.00000,925,925,0,0,925.00000,133.00000,2.56420,29.48256,0.50468,2.00000,1500.00000,0.01500,87.42912,0.00000
58,1.20833,0,0,63540.6,9.35615e+06,6939.00000,5988.00000,935,935,0,0,935.00000,133.00000,2.56420,29.48256,0.50738,2.00000,1500.00000,0.01500,87.54682,0.00000
59,1.22917,0,0,63946.6,9.56402e+06,6939.00000,5988.00000,943,943,0,0,943.00000,133.00000,2.56420,29.48256,0.51008,2.00000,1500.00000,0.01500,87.63940,0.00000
60,1.25,0,0,65150.9,9.67136e+06,6939.00000,5988.00000,954,954,0,0,954.00000,133.00000,2.56420,29.48256,0.51278,2.00000,1500.00000,0.01500,87.76449,0.00000
61,1.27083,0,0,67226.1,9.9935e+06,6939.00000,5988.00000,954,954,0,0,954.00000,133.00000,2.56420,29.48256,0.51548,2.00000,1500.00000,0.01500,87.76449,0.00000
62,1.29167,0,0,67754.7,1.00785e+07,6939.00000,5988.00000,963,963,0,0,963.00000,133.00000,2.56420,29.48256,0.51818,2.00000,1500.00000,0.01500,87.86497,0.00000
63,1.3125,0,0,68572.7,1.03255e+07,6939.00000,5988.00000,973,973,0,0,973.00000,133.00000,2.56420,29.48256,0.52088,2.00000,1500.00000,0.01500,87.97469,0.00000
64,1.33333,0,0,70800.9,1.062e+07,6939.00000,5988.00000,975,975,0,0,975.00000,133.00000,2.56420,29.48256,0.52358,2.00000,1500.00000,0.01500,87.99638,0.00000
65,1.35417,0,0,71553.3,1.0904e+07,6939.00000,5988.00000,987,987,0,0,987.00000,133.00000,2.56420,29.48256,0.52628,2.00000,1500.00000,0.01500,88.12500,0.00000
66,1.375,0,0,72111.4,1.09997e+07,6939.00000,5988.00000,996,996,0,0,996.00000,133.00000,2.56420,29.48256,0.52898,2.00000,1500.00000,0.01500,88.21966,0.00000
67,1.39583,0,0,74260.8,1.10886e+07,6939.00000,5988.00000,1004,1004,0,0,1004.00000,133.00000,2.56420,29.48256,0.53168,2.00000,1500.00000,0.01500,88.30255,0.00000
68,1.41667,0,0,75107.7,1.13479e+07,6939.00000,5988.00000,1008,1008,0,0,1008.00000,133.00000,2.56420,29.48256,0.53438,2.00000,1500.00000,0.01500,88.34356,0.00000
69,1.4375,0,0,76540.2,1.17065e+07,6939.00000,5988.00000,1011,1011,0,0,1011.00000,133.00000,2.56420,29.48256,0.53708,2.00000,1500.00000,0.01500,88.37412,0.00000
70,1.45833,0,0,78558.5,1.1933e+07,6939.00000,5988.00000,1010,1010,0,0,1010.00000,134.00000,2.56420,29.48256,0.53978,2.00000,1500.00000,0.01500,88.28671,0.00000
71,1.47917,0,0,79587.9,1.20173e+07,6939.00000,5988.00000,1014,1014,0,0,1014.00000,134.00000,2.56420,29.48256,0.54247,2.00000,1500.00000,0.01500,88.32753,0.00000
72,1.5,0,0,80001.6,1.22586e+07,10176.00000,8950.00000,1014,1014,0,0,1014.00000,134.00000,2.56420,29.48256,0.54518,2.00000,1500.00000,0.01500,88.32753,0.00000
73,1.52083,0,0,81899.2,1.26686e+07,10176.00000,8950.00000,1019,1019,0,0,1019.00000,134.00000,2.56420,29.48256,0.54787,2.00000,1500.00000,0.01500,88.37814,0.00000
74,1.54167,0,0,82464.9,1.29181e+07,10176.00000,8950.00000,1020,1020,0,0,1020.00000,134.00000,2.56420,29.48256,0.55058,2.00000,1500.00000,0.01500,88.38821,0.00000
75,1.5625,0,0,84655,1.29999e+07,10176.00000,8950.00000,1022,1022,0,0,1022.00000,134.00000,2.56420,29.48256,0.55327,2.00000,1500.00000,0.01500,88.40830,0.00000
76,1.58333,0,0,86540.4,1.30782e+07,10176.00000,8950.00000,1023,1023,0,0,1023.00000,134.00000,2.56420,29.48256,0.55598,2.00000,1500.00000,0.01500,88.41832,0.00000
77,1.60417,0,0,87233.1,1.33069e+07,10176.00000,8950.00000,1022,1022,0,0,1022.00000,135.00000,2.56420,29.48256,0.55867,2.00000,1500.00000,0.01500,88.33189,0.00000
78,1.625,0,0,87720.9,1.37638e+07,10176.00000,8950.00000,1021,1021,0,0,1021.00000,136.00000,2.56420,29.48256,0.56138,2.00000,1500.00000,0.01500,88.24546,0.00000
79,1.64583,0,0,89494.4,1.39858e+07,10176.00000,8950.00000,1016,1016,0,0,1016.00000,141.00000,2.56420,29.48256,0.56407,2.00000,1500.00000,0.01500,87.81331,0.00000
80,1.66667,0,0,90029.6,1.40597e+07,10176.00000,8950.00000,1013,1013,0,0,1013.00000,144.00000,2.56420,29.48256,0.56678,2.00000,1500.00000,0.01500,87.55402,0.00000
81,1.6875,0,0,92759.6,1.42752e+07,10176.00000,8950.00000,1014,1014,0,0,1014.00000,144.00000,2.56420,29.48256,0.56947,2.00000,1500.00000,0.01500,87.56477,0.00000
82,1.70833,0,0,94479.2,1.47696e+07,10176.00000,8950.00000,1011,1011,0,0,1011.00000,147.00000,2.56420,29.48256,0.57218,2.00000,1500.00000,0.01500,87.30570,0.00000
83,1.72917,1.06373,0,94975.6,1.49857e+07,10176.00000,8950.00000,1012,1010,2,0,1012.00000,147.00000,2.56420,29.48256,0.57487,2.00000,1500.00000,0.01500,87.31665,0.00000
84,1.75,3.18855,0.0667198,95687.9,1.50549e+07,10176.00000,8950.00000,1007,1005,2,0,1007.00000,152.00000,2.56420,29.48256,0.57758,2.00000,1500.00000,0.01500,86.88525,0.00000
85,1.77083,5.35604,0.127455,97854.9,1.52572e+07,10176.00000,8950.00000,1010,1008,2,0,1010.00000,152.00000,2.56420,29.48256,0.58027,2.00000,1500.00000,0.01500,86.91911,0.00000
86,1.79167,7.50244,0.165204,100229,1.57843e+07,10176.00000,8950.00000,1009,1007,2,0,1009.00000,153.00000,2.56420,29.48256,0.58298,2.00000,1500.00000,0.01500,86.83305,0.00000
87,1.8125,9.63684,0.194248,103388,1.59868e+07,10176.00000,8950.00000,1003,1001,2,0,1003.00000,159.00000,2.56420,29.48256,0.58568,2.00000,1500.00000,0.01500,86.31670,0.00000
88,1.83333,11.7609,0.226401,104501,1.60523e+07,10176.00000,8950.00000,996,994,2,0,996.00000,166.00000,2.56420,29.48256,0.58838,2.00000,1500.00000,0.01500,85.71429,0.00000
89,1.85417,13.8823,0.26163,106250,1.62425e+07,10176.00000,8950.00000,990,988,2,0,990.00000,172.00000,2.56420,29.48256,0.59108,2.00000,1500.00000,0.01500,85.19794,0.00000
90,1.875,16.0033,0.291171,109999,1.68047e+07,10176.00000,8950.00000,989,987,2,0,989.00000,173.00000,2.56420,29.48256,0.59378,2.00000,1500.00000,0.01500,85.11188,0.00000
91,1.89583,18.1378,0.320349,111449,1.6984e+07,10176.00000,8950.00000,985,983,2,0,985.00000,177.00000,2.56420,29.48256,0.59648,2.00000,1500.00000,0.01500,84.76764,0.00000
92,1.91667,21.3276,0.360557,112514,1.70765e+07,10176.00000,8950.00000,981,978,3,0,981.00000,181.00000,2.56420,29.48256,0.59918,2.00000,1500.00000,0.01500,84.42341,0.00000
93,1.9375,27.687,0.409063,114559,1.72668e+07,10176.00000,8950.00000,978,972,6,0,978.00000,184.00000,2.56420,29.48256,0.60188,2.00000,1500.00000,0.01500,84.16523,0.00000
94,1.95833,34.0433,0.50902,120788,1.79411e+07,10176.00000,8950.00000,979,973,6,0,979.00000,184.00000,2.56420,29.48256,0.60458,2.00000,1500.00000,0.01500,84.17885,0.00000
95,1.97917,40.3976,0.546029,123322,1.80028e+07,10176.00000,8950.00000,980,973,7,0,980.00000,184.00000,2.56420,29.48256,0.60728,2.00000,1500.00000,0.01500,84.19244,0.00000
96,2,47.8323,0.595492,128604,1.81814e+07,13521.00000,11981.00000,978,970,8,0,978.00000,186.00000,2.56420,29.48256,0.60998,2.00000,1500.00000,0.01500,84.02062,0.00000
97,2.02083,57.3561,0.638276,132033,1.86793e+07,13521.00000,11981.00000,979,968,11,0,979.00000,186.00000,2.56420,29.48256,0.61268,2.00000,1500.00000,0.01500,84.03433,0.00000
98,2.04167,70.0975,0.982874,136418,1.88433e+07,13521.00000,11981.00000,977,965,12,0,977.00000,188.00000,2.56420,29.48256,0.61538,2.00000,1500.00000,0.01500,83.86266,0.00000
99,2.0625,86.1488,1.14306,140323,1.91609e+07,13521.00000,11981.00000,981,965,16,0,981.00000,188.00000,2.56420,29.48256,0.61808,2.00000,1500.00000,0.01500,83.91788,0.00000
100,2.08333,104.191,1.33412,148138,1.93399e+07,13521.00000,11981.00000,983,964,19,0,983.00000,188.00000,2.56420,29.48256,0.62078,2.00000,1500.00000,0.01500,83.94534,0.00000
101,2.10417,125.408,1.48768,154131,1.98385e+07,13521.00000,11981.00000,983,960,23,0,983.00000,188.00000,2.56420,29.48256,0.62348,2.00000,1500.00000,0.01500,83.94534,0.00000
102,2.125,152.87,1.65976,164262,2.00005e+07,13521.00000,11981.00000,981,955,26,0,981.00000,190.00000,2.56420,29.48256,0.62618,2.00000,1500.00000,0.01500,83.77455,0.00000
103,2.14583,167.771,1.83068,174750,2.01572e+07,13521.00000,11981.00000,980,951,29,0,980.00000,191.00000,2.56420,29.48256,0.62888,2.00000,1500.00000,0.01500,83.68916,0.00000
104,2.16667,202.638,1.98229,185376,2.06157e+07,13521.00000,11981.00000,984,951,33,0,984.00000,191.00000,2.56420,29.48256,0.63158,2.00000,1500.00000,0.01500,83.74468,0.00000
105,2.1875,214.338,2.16437,197603,2.07877e+07,13521.00000,11981.00000,982,947,35,0,982.00000,193.00000,2.56420,29.48256,0.63428,2.00000,1500.00000,0.01500,83.57447,0.00000
106,2.20833,253.42,2.31317,206377,2.12496e+07,13521.00000,11981.00000,978,941,37,0,978.00000,197.00000,2.56420,29.48256,0.63697,2.00000,1500.00000,0.01500,83.23404,0.00000
107,2.22917,276.759,2.52891,225572,2.18049e+07,13521.00000,11981.00000,982,936,46,0,982.00000,197.00000,2.56420,29.48256,0.63968,2.00000,1500.00000,0.01500,83.29092,0.00000
108,2.25,328.718,2.69954,242750,2.19547e+07,13521.00000,11981.00000,989,937,52,0,989.00000,197.00000,2.56420,29.48256,0.64237,2.00000,1500.00000,0.01500,83.38954,0.00000
109,2.27083,351.793,2.90322,269369,2.20118e+07,13521.00000,11981.00000,998,940,58,0,998.00000,197.00000,2.56420,29.48256,0.64508,2.00000,1500.00000,0.01500,83.51464,0.00000
110,2.29167,419.933,3.07361,295290,2.21775e+07,13521.00000,11981.00000,1012,944,68,0,1012.00000,197.00000,2.56420,29.48256,0.64777,2.00000,1500.00000,0.01500,83.70554,0.00000
111,2.3125,451.08,3.24425,338225,2.25961e+07,13521.00000,11981.00000,1018,947,71,0,1018.00000,197.00000,2.56420,29.48256,0.65048,2.00000,1500.00000,0.01500,83.78601,0.00000
112,2.33333,526.24,3.36847,380527,2.32733e+07,13521.00000,11981.00000,1023,949,74,0,1023.00000,197.00000,2.56420,29.48256,0.65317,2.00000,1500.00000,0.01500,83.85246,0.00000
113,2.35417,559.983,3.53329,436586,2.34453e+07,13521.00000,11981.00000,1029,951,78,0,1029.00000,197.00000,2.56420,29.48256,0.65588,2.00000,1500.00000,0.01500,83.93148,0.00000
114,2.375,643.928,3.674,488466,2.38637e+07,13521.00000,11981.00000,1030,951,79,0,1030.00000,197.00000,2.56420,29.48256,0.65857,2.00000,1500.00000,0.01500,83.94458,0.00000
115,2.39583,667.4,3.77057,544628,2.40005e+07,13521.00000,11981.00000,1033,950,83,0,1033.00000,197.00000,2.56420,29.48256,0.66128,2.00000,1500.00000,0.01500,83.98373,0.00000
116,2.41667,757.115,3.91143,594892,2.41386e+07,13521.00000,11981.00000,1037,949,88,0,1037.00000,197.00000,2.56420,29.48256,0.66398,2.00000,1500.00000,0.01500,84.03566,0.00000
117,2.4375,798.656,4.0739,669178,2.45404e+07,13521.00000,11981.00000,1051,953,98,0,1051.00000,197.00000,2.56420,29.48256,0.66668,2.00000,1500.00000,0.01500,84.21474,0.00000
118,2.45833,902.228,4.23875,744860,2.53288e+07,13521.00000,11981.00000,1061,948,113,0,1061.00000,197.00000,2.56420,29.48256,0.66938,2.00000,1500.00000,0.01500,84.34022,0.00000
119,2.47917,949.718,4.45304,839142,2.54676e+07,13521.00000,11981.00000,1074,955,119,0,1074.00000,197.00000,2.56420,29.48256,0.67208,2.00000,1500.00000,0.01500,84.50040,0.00000
120,2.5,1078.53,4.54959,948382,2.5869e+07,16361.00000,14413.00000,1075,953,122,0,1075.00000,197.00000,2.56420,29.48256,0.67478,2.00000,1500.00000,0.01500,84.51258,0.00000
121,2.52083,1138.13,4.73365,1.0766e+06,2.60006e+07,16361.00000,14413.00000,1088,955,133,0,1088.00000,197.00000,2.56420,29.48256,0.67748,2.00000,1500.00000,0.01500,84.66927,0.00000
122,2.54167,1279.33,5.45185,1.2247e+06,2.61286e+07,16361.00000,14413.00000,1094,958,136,0,1094.00000,197.00000,2.56420,29.48256,0.68018,2.00000,1500.00000,0.01500,84.74052,0.00000
123,2.5625,1343.65,5.77992,1.39081e+06,2.64838e+07,16361.00000,14413.00000,1125,964,161,0,1125.00000,197.00000,2.56420,29.48256,0.68288,2.00000,1500.00000,0.01500,85.09834,0.00000
124,2.58333,1519.06,6.11697,1.72384e+06,2.7371e+07,16361.00000,14413.00000,1126,960,166,0,1126.00000,197.00000,2.56420,29.48256,0.68558,2.00000,1500.00000,0.01500,85.10960,0.00000
125,2.60417,1584.56,6.481,2.02305e+06,2.75093e+07,16361.00000,14413.00000,1144,961,183,0,1144.00000,197.00000,2.56420,29.48256,0.68828,2.00000,1500.00000,0.01500,85.30947,0.00000
126,2.625,1785.59,6.77486,2.58934e+06,2.78743e+07,16361.00000,14413.00000,1168,965,203,0,1168.00000,197.00000,2.56420,29.48256,0.69098,2.00000,1500.00000,0.01500,85.56776,0.00000
127,2.64583,1882.65,7.10006,3.15115e+06,2.79905e+07,16361.00000,14413.00000,1172,961,211,0,1172.00000,197.00000,2.56420,29.48256,0.69368,2.00000,1500.00000,0.01500,85.60994,0.00000
128,2.66667,2110.76,7.37766,4.25948e+06,2.81274e+07,16361.00000,14413.00000,1181,958,223,0,1181.00000,197.00000,2.56420,29.48256,0.69638,2.00000,1500.00000,0.01500,85.70392,0.00000
129,2.6875,2217.29,7.58404,5.20587e+06,2.85285e+07,16361.00000,14413.00000,1188,959,229,0,1188.00000,197.00000,2.56420,29.48256,0.69908,2.00000,1500.00000,0.01500,85.77618,0.00000
130,2.70833,2467.09,7.85992,7.05009e+06,2.94194e+07,16361.00000,14413.00000,1197,959,238,0,1197.00000,197.00000,2.56420,29.48256,0.70178,2.00000,1500.00000,0.01500,85.86800,0.00000
131,2.72917,2564.64,7.96807,8.63871e+06,2.95495e+07,16361.00000,14413.00000,1207,957,249,1,1207.00000,197.00000,2.56420,29.48256,0.70448,2.00000,1500.00000,0.01500,85.96866,0.08285
132,2.75,2826.42,15.0579,1.17849e+07,2.99517e+07,16361.00000,14413.00000,1208,953,254,1,1208.00000,197.00000,2.56420,29.48256,0.70718,2.00000,1500.00000,0.01500,85.97865,0.08278
133,2.77083,2950.38,22.4963,1.44104e+07,3.00124e+07,16361.00000,14413.00000,1210,952,257,1,1210.00000,197.00000,2.56420,29.48256,0.70988,2.00000,1500.00000,0.01500,85.99857,0.08264
134,2.79167,3232.83,29.7057,1.96018e+07,3.03885e+07,16361.00000,14413.00000,1217,953,263,1,1217.00000,197.00000,2.56420,29.48256,0.71258,2.00000,1500.00000,0.01500,86.06789,0.08217
135,2.8125,3324.43,29.7941,2.35394e+07,3.05155e+07,16361.00000,14413.00000,1211,947,263,1,1211.00000,203.00000,2.56420,29.48256,0.71528,2.00000,1500.00000,0.01500,85.64356,0.08258
136,2.83333,3593.86,37.026,3.13131e+07,3.15426e+07,16361.00000,14413.00000,1206,939,266,1,1206.00000,208.00000,2.56420,29.48256,0.71798,2.00000,1500.00000,0.01500,85.28996,0.08292
137,2.85417,3724.77,37.0242,3.75388e+07,3.18715e+07,16361.00000,14413.00000,1211,939,271,1,1211.00000,208.00000,2.56420,29.48256,0.72068,2.00000,1500.00000,0.01500,85.34179,0.08258
138,2.875,4018.81,44.1943,4.99059e+07,3.19799e+07,16361.00000,14413.00000,1198,929,268,1,1198.00000,221.00000,2.56420,29.48256,0.72338,2.00000,1500.00000,0.01500,84.42565,0.08347
139,2.89583,4135.06,44.1642,5.96066e+07,3.21019e+07,16361.00000,14413.00000,1196,924,271,1,1196.00000,223.00000,2.56420,29.48256,0.72608,2.00000,1500.00000,0.01500,84.28471,0.08361
