clock (30 min),Day,Total TNF (pg),Total IL1b (pg),Total TGF (pg),Total O2,Collagen (ug),Aggrecan (ug),Total Cells,Stem Cells,Pre-NP Cells,NP Cells,Live Cells,Dead Cells,Elastic Modulus(kPa),Swelling Ratio,Mass Loss(%),Alginate_wv(%),Alginate_Mw(kDa),Ca_XL(M),Viability Rate(%),Differentiation (%)
22,0.458333,0,0,25026.8,3.17025e+06,0.00000,0.00000,937,937,0,0,937.00000,62.00000,2.56420,29.48256,0.41017,2.00000,1500.00000,0.01500,93.79379,0.00000
23,0.479167,0,0,26480.4,3.26587e+06,0.00000,0.00000,935,935,0,0,935.00000,64.00000,2.56420,29.48256,0.41287,2.00000,1500.00000,0.01500,93.59359,0.00000
24,0.5,0,0,27614.7,3.48101e+06,3449.00000,2963.00000,933,933,0,0,933.00000,66.00000,2.56420,29.48256,0.41557,2.00000,1500.00000,0.01500,93.39339,0.00000
25,0.520833,0,0,28431,3.55897e+06,3449.00000,2963.00000,929,929,0,0,929.00000,70.00000,2.56420,29.48256,0.41827,2.00000,1500.00000,0.01500,92.99299,0.00000
26,0.541667,0,0,29884.2,3.74918e+06,3449.00000,2963.00000,924,924,0,0,924.00000,75.00000,2.56420,29.48256,0.42097,2.00000,1500.00000,0.01500,92.49249,0.00000
27,0.5625,0,0,30546.3,3.9358e+06,3449.00000,2963.00000,921,921,0,0,921.00000,78.00000,2.56420,29.48256,0.42368,2.00000,1500.00000,0.01500,92.19219,0.00000
28,0.583333,0,0,31904.7,4.01515e+06,3449.00000,2963.00000,920,920,0,0,920.00000,79.00000,2.56420,29.48256,0.42638,2.00000,1500.00000,0.01500,92.09209,0.00000
29,0.604167,0,0,32601.5,4.23478e+06,3449.00000,2963.00000,913,913,0,0,913.00000,86.00000,2.56420,29.48256,0.42908,2.00000,1500.00000,0.01500,91.39139,0.00000
30,0.625,0,0,34060.8,4.31576e+06,3449.00000,2963.00000,911,911,0,0,911.00000,88.00000,2.56420,29.48256,0.43178,2.00000,1500.00000,0.01500,91.19119,0.00000
31,0.645833,0,0,34724.6,4.50276e+06,3449.00000,2963.00000,909,909,0,0,909.00000,90.00000,2.56420,29.48256,0.43448,2.00000,1500.00000,0.01500,90.99099,0.00000
32,0.666667,0,0,36194.8,4.68002e+06,3449.00000,2963.00000,902,902,0,0,902.00000,97.00000,2.56420,29.48256,0.43718,2.00000,1500.00000,0.01500,90.29029,0.00000
33,0.6875,0,0,36634.2,4.82522e+06,3449.00000,2963.00000,896,896,0,0,896.00000,103.00000,2.56420,29.48256,0.43988,2.00000,1500.00000,0.01500,89.68969,0.00000
34,0.708333,0,0,38223.7,5e+06,3449.00000,2963.00000,895,895,0,0,895.00000,104.00000,2.56420,29.48256,0.44258,2.00000,1500.00000,0.01500,89.58959,0.00000
35,0.729167,0,0,39757.8,5.16047e+06,3449.00000,2963.00000,889,889,0,0,889.00000,110.00000,2.56420,29.48256,0.44528,2.00000,1500.00000,0.01500,88.98899,0.00000
36,0.75,0,0,40149.9,5.34113e+06,3449.00000,2963.00000,885,885,0,0,885.00000,114.00000,2.56420,29.48256,0.44798,2.00000,1500.00000,0.01500,88.58859,0.00000
37,0.770833,0,0,41304.9,5.49985e+06,3449.00000,2963.00000,881,881,0,0,881.00000,118.00000,2.56420,29.48256,0.45068,2.00000,1500.00000,0.01500,88.18819,0.00000
38,0.791667,0,0,42597.7,5.64642e+06,3449.00000,2963.00000,877,877,0,0,877.00000,122.00000,2.56420,29.48256,0.45338,2.00000,1500.00000,0.01500,87.78779,0.00000
39,0.8125,0,0,43715.8,5.8549e+06,3449.00000,2963.00000,875,875,0,0,875.00000,124.00000,2.56420,29.48256,0.45608,2.00000,1500.00000,0.01500,87.58759,0.00000
40,0.833333,0,0,44068.4,6.00003e+06,3449.00000,2963.00000,874,874,0,0,874.00000,125.00000,2.56420,29.48256,0.45878,2.00000,1500.00000,0.01500,87.48749,0.00000
41,0.854167,0,0,45159.2,6.13645e+06,3449.00000,2963.00000,868,868,0,0,868.00000,131.00000,2.56420,29.48256,0.46148,2.00000,1500.00000,0.01500,86.88689,0.00000
42,0.875,0,0,46676.8,6.37248e+06,3449.00000,2963.00000,868,868,0,0,868.00000,131.00000,2.56420,29.48256,0.46418,2.00000,1500.00000,0.01500,86.88689,0.00000
43,0.895833,0,0,47846.9,6.50204e+06,3449.00000,2963.00000,870,870,0,0,870.00000,131.00000,2.56420,29.48256,0.46688,2.00000,1500.00000,0.01500,86.91309,0.00000
44,0.916667,0,0,48157.3,6.64646e+06,3449.00000,2963.00000,872,872,0,0,872.00000,131.00000,2.56420,29.48256,0.46958,2.00000,1500.00000,0.01500,86.93918,0.00000
45,0.9375,0,0,49106.1,6.9619e+06,3449.00000,2963.00000,873,873,0,0,873.00000,131.00000,2.56420,29.48256,0.47228,2.00000,1500.00000,0.01500,86.95219,0.00000
46,0.958333,0,0,50816.8,7.00916e+06,3449.00000,2963.00000,872,872,0,0,872.00000,132.00000,2.56420,29.48256,0.47498,2.00000,1500.00000,0.01500,86.85259,0.00000
47,0.979167,0,0,51827.1,7.14419e+06,3449.00000,2963.00000,868,868,0,0,868.00000,136.00000,2.56420,29.48256,0.47768,2.00000,1500.00000,0.01500,86.45419,0.00000
48,1,0,0,52167,7.47174e+06,6984.00000,6017.00000,871,871,0,0,871.00000,136.00000,2.56420,29.48256,0.48038,2.00000,1500.00000,0.01500,86.49454,0.00000
49,1.02083,0,0,54104.5,7.53269e+06,6984.00000,6017.00000,873,873,0,0,873.00000,136.00000,2.56420,29.48256,0.48308,2.00000,1500.00000,0.01500,86.52131,0.00000
50,1.04167,0,0,54929.3,7.87163e+06,6984.00000,6017.00000,881,881,0,0,881.00000,136.00000,2.56420,29.48256,0.48578,2.00000,1500.00000,0.01500,86.62733,0.00000
51,1.0625,0,0,55778.6,7.99835e+06,6984.00000,6017.00000,883,883,0,0,883.00000,136.00000,2.56420,29.48256,0.48848,2.00000,1500.00000,0.01500,86.65359,0.00000
52,1.08333,0,0,56605,8.10213e+06,6984.00000,6017.00000,886,886,0,0,886.00000,136.00000,2.56420,29.48256,0.49118,2.00000,1500.00000,0.01500,86.69276,0.00000
53,1.10417,0,0,58551.2,8.40277e+06,6984.00000,6017.00000,893,893,0,0,893.00000,136.00000,2.56420,29.48256,0.49387,2.00000,1500.00000,0.01500,86.78329,0.00000
54,1.125,0,0,59484.7,8.51425e+06,6984.00000,6017.00000,901,901,0,0,901.00000,136.00000,2.56420,29.48256,0.49657,2.00000,1500.00000,0.01500,86.88525,0.00000
55,1.14583,0,0,59753.6,8.63334e+06,6984.00000,6017.00000,908,908,0,0,908.00000,136.00000,2.56420,29.48256,0.49927,2.00000,1500.00000,0.01500,86.97318,0.00000
56,1.16667,0,0,60646.4,8.99269e+06,6984.00000,6017.00000,914,914,0,0,914.00000,136.00000,2.56420,29.48256,0.50197,2.00000,1500.00000,0.01500,87.04762,0.00000
57,1.1875,0,0,62709.4,9.08583e+06,6984.00000,6017.00000,927,927,0,0,927.00000,136.00000,2.56420,29.48256,0.50468,2.00000,1500.00000,0.01500,87.20602,0.00000
58,1.20833,0,0,63586,9.35615e+06,6984.00000,6017.00000,934,934,0,0,934.00000,136.00000,2.56420,29.48256,0.50738,2.00000,1500.00000,0.01500,87.28972,0.00000
59,1.22917,0,0,63977.5,9.56402e+06,6984.00000,6017.00000,936,936,0,0,936.00000,136.00000,2.56420,29.48256,0.51008,2.00000,1500.00000,0.01500,87.31343,0.00000
60,1.25,0,0,65355.8,9.67136e+06,6984.00000,6017.00000,945,945,0,0,945.00000,136.00000,2.56420,29.48256,0.51278,2.00000,1500.00000,0.01500,87.41906,0.00000
61,1.27083,0,0,67279,9.9935e+06,6984.00000,6017.00000,955,955,0,0,955.00000,136.00000,2.56420,29.48256,0.51548,2.00000,1500.00000,0.01500,87.53437,0.00000
62,1.29167,0,0,67767.9,1.00785e+07,6984.00000,6017.00000,961,961,0,0,961.00000,136.00000,2.56420,29.48256,0.51818,2.00000,1500.00000,0.01500,87.60255,0.00000
63,1.3125,0,0,68565.5,1.03255e+07,6984.00000,6017.00000,972,972,0,0,972.00000,136.00000,2.56420,29.48256,0.52088,2.00000,1500.00000,0.01500,87.72563,0.00000
64,1.33333,0,0,70770.8,1.062e+07,6984.00000,6017.00000,974,974,0,0,974.00000,136.00000,2.56420,29.48256,0.52358,2.00000,1500.00000,0.01500,87.74775,0.00000
65,1.35417,0,0,71526.9,1.0904e+07,6984.00000,6017.00000,985,985,0,0,985.00000,136.00000,2.56420,29.48256,0.52628,2.00000,1500.00000,0.01500,87.86797,0.00000
66,1.375,0,0,72127.4,1.09997e+07,6984.00000,6017.00000,996,996,0,0,996.00000,136.00000,2.56420,29.48256,0.52898,2.00000,1500.00000,0.01500,87.98587,0.00000
67,1.39583,0,0,74281,1.10886e+07,6984.00000,6017.00000,1001,1001,0,0,1001.00000,136.00000,2.56420,29.48256,0.53168,2.00000,1500.00000,0.01500,88.03870,0.00000
68,1.41667,0,0,75045.4,1.13479e+07,6984.00000,6017.00000,1010,1010,0,0,1010.00000,136.00000,2.56420,29.48256,0.53438,2.00000,1500.00000,0.01500,88.13264,0.00000
69,1.4375,0,0,76560.2,1.17065e+07,6984.00000,6017.00000,1015,1015,0,0,1015.00000,136.00000,2.56420,29.48256,0.53708,2.00000,1500.00000,0.01500,88.18419,0.00000
70,1.45833,0,0,78668.6,1.1933e+07,6984.00000,6017.00000,1021,1021,0,0,1021.00000,136.00000,2.56420,29.48256,0.53978,2.00000,1500.00000,0.01500,88.24546,0.00000
71,1.47917,0,0,79532.8,1.20173e+07,6984.00000,6017.00000,1028,1028,0,0,1028.00000,136.00000,2.56420,29.48256,0.54247,2.00000,1500.00000,0.01500,88.31615,0.00000
72,1.5,0,0,80051.4,1.22586e+07,10326.00000,9065.00000,1028,1028,0,0,1028.00000,136.00000,2.56420,29.48256,0.54518,2.00000,1500.00000,0.01500,88.31615,0.00000
73,1.52083,0,0,81931.3,1.26686e+07,10326.00000,9065.00000,1032,1032,0,0,1032.00000,136.00000,2.56420,29.48256,0.54787,2.00000,1500.00000,0.01500,88.35617,0.00000
74,1.54167,0,0,82611.4,1.29181e+07,10326.00000,9065.00000,1037,1037,0,0,1037.00000,136.00000,2.56420,29.48256,0.55058,2.00000,1500.00000,0.01500,88.40580,0.00000
75,1.5625,0,0,84853,1.29999e+07,10326.00000,9065.00000,1036,1036,0,0,1036.00000,137.00000,2.56420,29.48256,0.55327,2.00000,1500.00000,0.01500,88.32055,0.00000
76,1.58333,0,0,86870.6,1.30782e+07,10326.00000,9065.00000,1039,1039,0,0,1039.00000,137.00000,2.56420,29.48256,0.55598,2.00000,1500.00000,0.01500,88.35033,0.00000
77,1.60417,0,0,87464.4,1.33071e+07,10326.00000,9065.00000,1040,1040,0,0,1040.00000,137.00000,2.56420,29.48256,0.55867,2.00000,1500.00000,0.01500,88.36024,0.00000
78,1.625,0,0,88228,1.37638e+07,10326.00000,9065.00000,1036,1036,0,0,1036.00000,141.00000,2.56420,29.48256,0.56138,2.00000,1500.00000,0.01500,88.02039,0.00000
79,1.64583,0,0,89881.3,1.39858e+07,10326.00000,9065.00000,1034,1034,0,0,1034.00000,143.00000,2.56420,29.48256,0.56407,2.00000,1500.00000,0.01500,87.85047,0.00000
80,1.66667,0,0,92234.1,1.40597e+07,10326.00000,9065.00000,1033,1033,0,0,1033.00000,144.00000,2.56420,29.48256,0.56678,2.00000,1500.00000,0.01500,87.76550,0.00000
81,1.6875,0,0,93487.9,1.42752e+07,10326.00000,9065.00000,1032,1032,0,0,1032.00000,145.00000,2.56420,29.48256,0.56947,2.00000,1500.00000,0.01500,87.68054,0.00000
82,1.70833,0,0,94955.7,1.47696e+07,10326.00000,9065.00000,1029,1029,0,0,1029.00000,148.00000,2.56420,29.48256,0.57218,2.00000,1500.00000,0.01500,87.42566,0.00000
83,1.72917,0,0,95292.2,1.49857e+07,10326.00000,9065.00000,1025,1025,0,0,1025.00000,152.00000,2.56420,29.48256,0.57487,2.00000,1500.00000,0.01500,87.08582,0.00000
84,1.75,0,0,96260.2,1.50549e+07,10326.00000,9065.00000,1022,1022,0,0,1022.00000,155.00000,2.56420,29.48256,0.57758,2.00000,1500.00000,0.01500,86.83092,0.00000
85,1.77083,0,0,97549.8,1.52572e+07,10326.00000,9065.00000,1020,1020,0,0,1020.00000,157.00000,2.56420,29.48256,0.58027,2.00000,1500.00000,0.01500,86.66100,0.00000
86,1.79167,0,0,100555,1.57843e+07,10326.00000,9065.00000,1014,1014,0,0,1014.00000,163.00000,2.56420,29.48256,0.58298,2.00000,1500.00000,0.01500,86.15123,0.00000
87,1.8125,0,0,101558,1.59868e+07,10326.00000,9065.00000,1007,1007,0,0,1007.00000,170.00000,2.56420,29.48256,0.58568,2.00000,1500.00000,0.01500,85.55650,0.00000
88,1.83333,0,0,102880,1.60523e+07,10326.00000,9065.00000,1001,1001,0,0,1001.00000,176.00000,2.56420,29.48256,0.58838,2.00000,1500.00000,0.01500,85.04673,0.00000
89,1.85417,1.06373,0,103199,1.62425e+07,10326.00000,9065.00000,1001,1000,1,0,1001.00000,176.00000,2.56420,29.48256,0.59108,2.00000,1500.00000,0.01500,85.04673,0.00000
90,1.875,2.12505,0.054046,104868,1.68047e+07,10326.00000,9065.00000,997,996,1,0,997.00000,180.00000,2.56420,29.48256,0.59378,2.00000,1500.00000,0.01500,84.70689,0.00000
91,1.89583,3.21289,0.0761916,106470,1.6984e+07,10326.00000,9065.00000,993,992,1,0,993.00000,184.00000,2.56420,29.48256,0.59648,2.00000,1500.00000,0.01500,84.36703,0.00000
92,1.91667,6.41193,0.102183,110130,1.70765e+07,10326.00000,9065.00000,989,986,3,0,989.00000,188.00000,2.56420,29.48256,0.59918,2.00000,1500.00000,0.01500,84.02719,0.00000
93,1.9375,9.60876,0.184692,112611,1.72668e+07,10326.00000,9065.00000,989,985,4,0,989.00000,188.00000,2.56420,29.48256,0.60188,2.00000,1500.00000,0.01500,84.02719,0.00000
94,1.95833,14.9395,0.219704,114881,1.79411e+07,10326.00000,9065.00000,987,982,5,0,987.00000,190.00000,2.56420,29.48256,0.60458,2.00000,1500.00000,0.01500,83.85726,0.00000
95,1.97917,21.3064,0.274721,120736,1.80028e+07,10326.00000,9065.00000,990,983,7,0,990.00000,190.00000,2.56420,29.48256,0.60728,2.00000,1500.00000,0.01500,83.89831,0.00000
96,2,30.8654,0.320723,125230,1.81814e+07,13460.00000,11743.00000,988,979,9,0,988.00000,192.00000,2.56420,29.48256,0.60998,2.00000,1500.00000,0.01500,83.72881,0.00000
97,2.02083,41.5008,0.376334,133082,1.86793e+07,13460.00000,11743.00000,987,977,10,0,987.00000,193.00000,2.56420,29.48256,0.61268,2.00000,1500.00000,0.01500,83.64407,0.00000
98,2.04167,53.1245,0.422459,140612,1.88433e+07,13460.00000,11743.00000,989,977,12,0,989.00000,193.00000,2.56420,29.48256,0.61538,2.00000,1500.00000,0.01500,83.67175,0.00000
99,2.0625,66.9094,0.466433,149949,1.91609e+07,13460.00000,11743.00000,989,974,15,0,989.00000,193.00000,2.56420,29.48256,0.61808,2.00000,1500.00000,0.01500,83.67175,0.00000
100,2.08333,83.8758,0.519298,160054,1.93399e+07,13460.00000,11743.00000,987,970,17,0,987.00000,195.00000,2.56420,29.48256,0.62078,2.00000,1500.00000,0.01500,83.50254,0.00000
101,2.10417,103.996,0.583722,176689,1.98386e+07,13460.00000,11743.00000,986,966,20,0,986.00000,196.00000,2.56420,29.48256,0.62348,2.00000,1500.00000,0.01500,83.41793,0.00000
102,2.125,113.418,0.634631,194585,2.00006e+07,13460.00000,11743.00000,985,961,24,0,985.00000,197.00000,2.56420,29.48256,0.62618,2.00000,1500.00000,0.01500,83.33333,0.00000
103,2.14583,144.3,0.665757,207069,2.01572e+07,13460.00000,11743.00000,987,957,30,0,987.00000,197.00000,2.56420,29.48256,0.62888,2.00000,1500.00000,0.01500,83.36149,0.00000
104,2.16667,156.771,0.739621,225196,2.06158e+07,13460.00000,11743.00000,994,957,37,0,994.00000,197.00000,2.56420,29.48256,0.63158,2.00000,1500.00000,0.01500,83.45927,0.00000
105,2.1875,197.156,0.785845,242593,2.07876e+07,13460.00000,11743.00000,993,954,39,0,993.00000,198.00000,2.56420,29.48256,0.63428,2.00000,1500.00000,0.01500,83.37532,0.00000
106,2.20833,213.933,0.869845,271509,2.12498e+07,13460.00000,11743.00000,994,952,42,0,994.00000,198.00000,2.56420,29.48256,0.63697,2.00000,1500.00000,0.01500,83.38927,0.00000
107,2.22917,259.392,1.0087,296394,2.18048e+07,13460.00000,11743.00000,996,952,44,0,996.00000,198.00000,2.56420,29.48256,0.63968,2.00000,1500.00000,0.01500,83.41709,0.00000
108,2.25,275.25,1.15066,331257,2.19548e+07,13460.00000,11743.00000,1004,954,50,0,1004.00000,198.00000,2.56420,29.48256,0.64237,2.00000,1500.00000,0.01500,83.52745,0.00000
109,2.27083,329.545,1.22853,359423,2.20117e+07,13460.00000,11743.00000,1004,951,53,0,1004.00000,198.00000,2.56420,29.48256,0.64508,2.00000,1500.00000,0.01500,83.52745,0.00000
110,2.29167,349.051,1.32733,402889,2.21777e+07,13460.00000,11743.00000,1012,952,60,0,1012.00000,198.00000,2.56420,29.48256,0.64777,2.00000,1500.00000,0.01500,83.63636,0.00000
111,2.3125,415.251,1.41029,442240,2.25959e+07,13460.00000,11743.00000,1020,953,67,0,1020.00000,198.00000,2.56420,29.48256,0.65048,2.00000,1500.00000,0.01500,83.74384,0.00000
112,2.33333,448.263,1.55694,505764,2.32735e+07,13460.00000,11743.00000,1032,951,81,0,1032.00000,198.00000,2.56420,29.48256,0.65317,2.00000,1500.00000,0.01500,83.90244,0.00000
113,2.35417,538.407,1.62513,570487,2.34452e+07,13460.00000,11743.00000,1036,947,89,0,1036.00000,198.00000,2.56420,29.48256,0.65588,2.00000,1500.00000,0.01500,83.95462,0.00000
114,2.375,583.654,1.73685,672288,2.38639e+07,13460.00000,11743.00000,1044,949,95,0,1044.00000,198.00000,2.56420,29.48256,0.65857,2.00000,1500.00000,0.01500,84.05797,0.00000
115,2.39583,685.37,1.82548,782200,2.40004e+07,13460.00000,11743.00000,1048,952,96,0,1048.00000,198.00000,2.56420,29.48256,0.66128,2.00000,1500.00000,0.01500,84.10915,0.00000
116,2.41667,729.483,1.92185,911309,2.41388e+07,13460.00000,11743.00000,1056,956,100,0,1056.00000,198.00000,2.56420,29.48256,0.66398,2.00000,1500.00000,0.01500,84.21053,0.00000
117,2.4375,835.722,2.04606,1.04529e+06,2.45402e+07,13460.00000,11743.00000,1061,960,101,0,1061.00000,198.00000,2.56420,29.48256,0.66668,2.00000,1500.00000,0.01500,84.27323,0.00000
118,2.45833,880.249,2.12267,1.19683e+06,2.5329e+07,13460.00000,11743.00000,1070,963,107,0,1070.00000,198.00000,2.56420,29.48256,0.66938,2.00000,1500.00000,0.01500,84.38486,0.00000
119,2.47917,996.211,2.24069,1.36197e+06,2.54674e+07,13460.00000,11743.00000,1074,961,113,0,1074.00000,198.00000,2.56420,29.48256,0.67208,2.00000,1500.00000,0.01500,84.43396,0.00000
120,2.5,1047.57,2.29355,1.54057e+06,2.58693e+07,16301.00000,14199.00000,1076,960,116,0,1076.00000,198.00000,2.56420,29.48256,0.67478,2.00000,1500.00000,0.01500,84.45840,0.00000
121,2.52083,1170.77,2.42009,1.73938e+06,2.60004e+07,16301.00000,14199.00000,1088,966,122,0,1088.00000,198.00000,2.56420,29.48256,0.67748,2.00000,1500.00000,0.01500,84.60342,0.00000
122,2.54167,1240.42,2.79726,1.95737e+06,2.61288e+07,16301.00000,14199.00000,1098,969,129,0,1098.00000,198.00000,2.56420,29.48256,0.68018,2.00000,1500.00000,0.01500,84.72222,0.00000
123,2.5625,1380.56,3.04685,2.20309e+06,2.64841e+07,16301.00000,14199.00000,1119,974,145,0,1119.00000,198.00000,2.56420,29.48256,0.68288,2.00000,1500.00000,0.01500,84.96583,0.00000
124,2.58333,1446.36,3.34712,2.46493e+06,2.73721e+07,16301.00000,14199.00000,1131,976,155,0,1131.00000,198.00000,2.56420,29.48256,0.68558,2.00000,1500.00000,0.01500,85.10158,0.00000
125,2.60417,1611.92,3.6234,2.79034e+06,2.75096e+07,16301.00000,14199.00000,1150,977,173,0,1150.00000,198.00000,2.56420,29.48256,0.68828,2.00000,1500.00000,0.01500,85.31158,0.00000
126,2.625,1684.75,3.86038,3.17938e+06,2.78754e+07,16301.00000,14199.00000,1161,976,185,0,1161.00000,198.00000,2.56420,29.48256,0.69098,2.00000,1500.00000,0.01500,85.43046,0.00000
127,2.64583,1884.82,4.12064,4.01398e+06,2.7992e+07,16301.00000,14199.00000,1175,973,202,0,1175.00000,198.00000,2.56420,29.48256,0.69368,2.00000,1500.00000,0.01500,85.57903,0.00000
128,2.66667,1978.78,4.31842,4.83285e+06,2.81283e+07,16301.00000,14199.00000,1188,973,215,0,1188.00000,198.00000,2.56420,29.48256,0.69638,2.00000,1500.00000,0.01500,85.71429,0.00000
129,2.6875,2215.85,4.50412,6.57191e+06,2.85304e+07,16301.00000,14199.00000,1191,964,227,0,1191.00000,198.00000,2.56420,29.48256,0.69908,2.00000,1500.00000,0.01500,85.74514,0.00000
130,2.70833,2323.11,4.6458,8.31041e+06,2.94366e+07,16301.00000,14199.00000,1196,957,239,0,1196.00000,198.00000,2.56420,29.48256,0.70178,2.00000,1500.00000,0.01500,85.79626,0.00000
131,2.72917,2575.53,4.84317,1.19807e+07,2.95511e+07,16301.00000,14199.00000,1199,947,252,0,1199.00000,198.00000,2.56420,29.48256,0.70448,2.00000,1500.00000,0.01500,85.82677,0.00000
132,2.75,2680.71,4.93656,1.50628e+07,2.99525e+07,16301.00000,14199.00000,1205,940,265,0,1205.00000,198.00000,2.56420,29.48256,0.70718,2.00000,1500.00000,0.01500,85.88738,0.00000
133,2.77083,2968.2,5.01455,2.15453e+07,3.00134e+07,16301.00000,14199.00000,1208,936,272,0,1208.00000,198.00000,2.56420,29.48256,0.70988,2.00000,1500.00000,0.01500,85.91750,0.00000
134,2.79167,3073.85,5.08665,2.69852e+07,3.03916e+07,16301.00000,14199.00000,1208,930,278,0,1208.00000,198.00000,2.56420,29.48256,0.71258,2.00000,1500.00000,0.01500,85.91750,0.00000
135,2.8125,3362.14,5.20242,3.85681e+07,3.05186e+07,16301.00000,14199.00000,1199,916,283,0,1199.00000,207.00000,2.56420,29.48256,0.71528,2.00000,1500.00000,0.01500,85.27738,0.00000
136,2.83333,3481.86,5.26536,4.8579e+07,3.15451e+07,16301.00000,14199.00000,1196,910,286,0,1196.00000,210.00000,2.56420,29.48256,0.71798,2.00000,1500.00000,0.01500,85.06401,0.00000
137,2.85417,3791.7,5.28391,6.97586e+07,3.18752e+07,16301.00000,14199.00000,1187,897,290,0,1187.00000,219.00000,2.56420,29.48256,0.72068,2.00000,1500.00000,0.01500,84.42390,0.00000
138,2.875,3915.5,5.27756,8.83663e+07,3.19837e+07,16301.00000,14199.00000,1187,898,289,0,1187.00000,219.00000,2.56420,29.48256,0.72338,2.00000,1500.00000,0.01500,84.42390,0.00000
139,2.89583,4226.06,5.27765,1.28149e+08,3.21044e+07,16301.00000,14199.00000,1182,890,292,0,1182.00000,224.00000,2.56420,29.48256,0.72608,2.00000,1500.00000,0.01500,84.06828,0.00000
