clock (30 min),Day,Total TNF (pg),Total IL1b (pg),Total TGF (pg),Total O2,Collagen (ug),Aggrecan (ug),Total Cells,Stem Cells,Pre-NP Cells,NP Cells,Live Cells,Dead Cells,Elastic Modulus(kPa),Swelling Ratio,Mass Loss(%),Alginate_wv(%),Alginate_Mw(kDa),Ca_XL(M),Viability Rate(%),Differentiation (%)
18,0.375,0,0,20709,2.5758e+06,0.00000,0.00000,951,951,0,0,951.00000,48.00000,2.56420,29.48256,0.39937,2.00000,1500.00000,0.01500,95.19520,0.00000
19,0.395833,0,0,22047.3,2.73061e+06,0.00000,0.00000,948,948,0,0,948.00000,51.00000,2.56420,29.48256,0.40207,2.00000,1500.00000,0.01500,94.89489,0.00000
20,0.416667,0,0,22916.9,2.83673e+06,0.00000,0.00000,943,943,0,0,943.00000,56.00000,2.56420,29.48256,0.40477,2.00000,1500.00000,0.01500,94.39439,0.00000
21,0.4375,0,0,24395.6,2.99998e+06,0.00000,0.00000,940,940,0,0,940.00000,59.00000,2.56420,29.48256,0.40747,2.00000,1500.00000,0.01500,94.09409,0.00000
22,0.458333,0,0,25086.3,3.17025e+06,0.00000,0.00000,937,937,0,0,937.00000,62.00000,2.56420,29.48256,0.41017,2.00000,1500.00000,0.01500,93.79379,0.00000
23,0.479167,0,0,26480.4,3.26587e+06,0.00000,0.00000,935,935,0,0,935.00000,64.00000,2.56420,29.48256,0.41287,2.00000,1500.00000,0.01500,93.59359,0.00000
24,0.5,0,0,27407.8,3.48101e+06,3631.00000,3201.00000,933,933,0,0,933.00000,66.00000,2.56420,29.48256,0.41557,2.00000,1500.00000,0.01500,93.39339,0.00000
25,0.520833,0,0,28501.4,3.55897e+06,3631.00000,3201.00000,929,929,0,0,929.00000,70.00000,2.56420,29.48256,0.41827,2.00000,1500.00000,0.01500,92.99299,0.00000
26,0.541667,0,0,29985.8,3.74918e+06,3631.00000,3201.00000,924,924,0,0,924.00000,75.00000,2.56420,29.48256,0.42097,2.00000,1500.00000,0.01500,92.49249,0.00000
27,0.5625,0,0,30483.8,3.9358e+06,3631.00000,3201.00000,923,923,0,0,923.00000,76.00000,2.56420,29.48256,0.42368,2.00000,1500.00000,0.01500,92.39239,0.00000
28,0.583333,0,0,32175.6,4.01515e+06,3631.00000,3201.00000,917,917,0,0,917.00000,82.00000,2.56420,29.48256,0.42638,2.00000,1500.00000,0.01500,91.79179,0.00000
29,0.604167,0,0,32708.5,4.23478e+06,3631.00000,3201.00000,913,913,0,0,913.00000,86.00000,2.56420,29.48256,0.42908,2.00000,1500.00000,0.01500,91.39139,0.00000
30,0.625,0,0,34085.3,4.31576e+06,3631.00000,3201.00000,912,912,0,0,912.00000,87.00000,2.56420,29.48256,0.43178,2.00000,1500.00000,0.01500,91.29129,0.00000
31,0.645833,0,0,34809.8,4.50276e+06,3631.00000,3201.00000,909,909,0,0,909.00000,90.00000,2.56420,29.48256,0.43448,2.00000,1500.00000,0.01500,90.99099,0.00000
32,0.666667,0,0,36201.4,4.67999e+06,3631.00000,3201.00000,900,900,0,0,900.00000,99.00000,2.56420,29.48256,0.43718,2.00000,1500.00000,0.01500,90.09009,0.00000
33,0.6875,0,0,36964.6,4.82522e+06,3631.00000,3201.00000,897,897,0,0,897.00000,102.00000,2.56420,29.48256,0.43988,2.00000,1500.00000,0.01500,89.78979,0.00000
34,0.708333,0,0,38348.4,5e+06,3631.00000,3201.00000,891,891,0,0,891.00000,108.00000,2.56420,29.48256,0.44258,2.00000,1500.00000,0.01500,89.18919,0.00000
35,0.729167,0,0,39762.4,5.16047e+06,3631.00000,3201.00000,889,889,0,0,889.00000,110.00000,2.56420,29.48256,0.44528,2.00000,1500.00000,0.01500,88.98899,0.00000
36,0.75,0,0,40194.4,5.34113e+06,3631.00000,3201.00000,886,886,0,0,886.00000,113.00000,2.56420,29.48256,0.44798,2.00000,1500.00000,0.01500,88.68869,0.00000
37,0.770833,0,0,41327.6,5.49985e+06,3631.00000,3201.00000,882,882,0,0,882.00000,117.00000,2.56420,29.48256,0.45068,2.00000,1500.00000,0.01500,88.28829,0.00000
38,0.791667,0,0,42583.9,5.64642e+06,3631.00000,3201.00000,877,877,0,0,877.00000,122.00000,2.56420,29.48256,0.45338,2.00000,1500.00000,0.01500,87.78779,0.00000
39,0.8125,0,0,43815.9,5.8549e+06,3631.00000,3201.00000,876,876,0,0,876.00000,123.00000,2.56420,29.48256,0.45608,2.00000,1500.00000,0.01500,87.68769,0.00000
40,0.833333,0,0,44230.8,6.00003e+06,3631.00000,3201.00000,878,878,0,0,878.00000,123.00000,2.56420,29.48256,0.45878,2.00000,1500.00000,0.01500,87.71229,0.00000
41,0.854167,0,0,45273.9,6.13645e+06,3631.00000,3201.00000,872,872,0,0,872.00000,129.00000,2.56420,29.48256,0.46148,2.00000,1500.00000,0.01500,87.11288,0.00000
42,0.875,0,0,46811.9,6.37248e+06,3631.00000,3201.00000,872,872,0,0,872.00000,129.00000,2.56420,29.48256,0.46418,2.00000,1500.00000,0.01500,87.11288,0.00000
43,0.895833,0,0,47784.6,6.50204e+06,3631.00000,3201.00000,872,872,0,0,872.00000,129.00000,2.56420,29.48256,0.46688,2.00000,1500.00000,0.01500,87.11288,0.00000
44,0.916667,0,0,48186.9,6.64646e+06,3631.00000,3201.00000,874,874,0,0,874.00000,129.00000,2.56420,29.48256,0.46958,2.00000,1500.00000,0.01500,87.13858,0.00000
45,0.9375,0,0,49152.6,6.9619e+06,3631.00000,3201.00000,874,874,0,0,874.00000,129.00000,2.56420,29.48256,0.47228,2.00000,1500.00000,0.01500,87.13858,0.00000
46,0.958333,0,0,50802.1,7.00916e+06,3631.00000,3201.00000,876,876,0,0,876.00000,129.00000,2.56420,29.48256,0.47498,2.00000,1500.00000,0.01500,87.16418,0.00000
47,0.979167,0,0,51843.7,7.14419e+06,3631.00000,3201.00000,877,877,0,0,877.00000,129.00000,2.56420,29.48256,0.47768,2.00000,1500.00000,0.01500,87.17693,0.00000
48,1,0,0,52164.8,7.47174e+06,7185.00000,6291.00000,879,879,0,0,879.00000,129.00000,2.56420,29.48256,0.48038,2.00000,1500.00000,0.01500,87.20238,0.00000
49,1.02083,0,0,53989.1,7.53269e+06,7185.00000,6291.00000,882,882,0,0,882.00000,129.00000,2.56420,29.48256,0.48308,2.00000,1500.00000,0.01500,87.24036,0.00000
50,1.04167,0,0,55456.7,7.87163e+06,7185.00000,6291.00000,889,889,0,0,889.00000,129.00000,2.56420,29.48256,0.48578,2.00000,1500.00000,0.01500,87.32809,0.00000
51,1.0625,0,0,55763.9,7.99835e+06,7185.00000,6291.00000,891,891,0,0,891.00000,129.00000,2.56420,29.48256,0.48848,2.00000,1500.00000,0.01500,87.35294,0.00000
52,1.08333,0,0,56641.6,8.10213e+06,7185.00000,6291.00000,890,890,0,0,890.00000,130.00000,2.56420,29.48256,0.49118,2.00000,1500.00000,0.01500,87.25490,0.00000
53,1.10417,0,0,58588.8,8.40277e+06,7185.00000,6291.00000,891,891,0,0,891.00000,130.00000,2.56420,29.48256,0.49387,2.00000,1500.00000,0.01500,87.26739,0.00000
54,1.125,0,0,59493.9,8.51418e+06,7185.00000,6291.00000,902,902,0,0,902.00000,130.00000,2.56420,29.48256,0.49657,2.00000,1500.00000,0.01500,87.40310,0.00000
55,1.14583,0,0,59801.7,8.63334e+06,7185.00000,6291.00000,905,905,0,0,905.00000,130.00000,2.56420,29.48256,0.49927,2.00000,1500.00000,0.01500,87.43961,0.00000
56,1.16667,0,0,60667.4,8.99269e+06,7185.00000,6291.00000,908,908,0,0,908.00000,130.00000,2.56420,29.48256,0.50197,2.00000,1500.00000,0.01500,87.47591,0.00000
57,1.1875,0,0,62737.1,9.08583e+06,7185.00000,6291.00000,916,916,0,0,916.00000,130.00000,2.56420,29.48256,0.50468,2.00000,1500.00000,0.01500,87.57170,0.00000
58,1.20833,0,0,63585.5,9.35615e+06,7185.00000,6291.00000,928,928,0,0,928.00000,130.00000,2.56420,29.48256,0.50738,2.00000,1500.00000,0.01500,87.71266,0.00000
59,1.22917,0,0,64047.8,9.56402e+06,7185.00000,6291.00000,937,937,0,0,937.00000,130.00000,2.56420,29.48256,0.51008,2.00000,1500.00000,0.01500,87.81631,0.00000
60,1.25,0,0,66022.3,9.67136e+06,7185.00000,6291.00000,944,944,0,0,944.00000,130.00000,2.56420,29.48256,0.51278,2.00000,1500.00000,0.01500,87.89571,0.00000
61,1.27083,0,0,67229.3,9.9935e+06,7185.00000,6291.00000,953,953,0,0,953.00000,130.00000,2.56420,29.48256,0.51548,2.00000,1500.00000,0.01500,87.99631,0.00000
62,1.29167,0,0,67729.2,1.00785e+07,7185.00000,6291.00000,957,957,0,0,957.00000,130.00000,2.56420,29.48256,0.51818,2.00000,1500.00000,0.01500,88.04047,0.00000
63,1.3125,0,0,68567.7,1.03255e+07,7185.00000,6291.00000,965,965,0,0,965.00000,130.00000,2.56420,29.48256,0.52088,2.00000,1500.00000,0.01500,88.12785,0.00000
64,1.33333,0,0,70837.3,1.062e+07,7185.00000,6291.00000,965,965,0,0,965.00000,130.00000,2.56420,29.48256,0.52358,2.00000,1500.00000,0.01500,88.12785,0.00000
65,1.35417,0,0,71497.2,1.0904e+07,7185.00000,6291.00000,975,975,0,0,975.00000,130.00000,2.56420,29.48256,0.52628,2.00000,1500.00000,0.01500,88.23530,0.00000
66,1.375,0,0,72169,1.09997e+07,7185.00000,6291.00000,979,979,0,0,979.00000,130.00000,2.56420,29.48256,0.52898,2.00000,1500.00000,0.01500,88.27773,0.00000
67,1.39583,0,0,74232.1,1.10886e+07,7185.00000,6291.00000,985,985,0,0,985.00000,130.00000,2.56420,29.48256,0.53168,2.00000,1500.00000,0.01500,88.34081,0.00000
68,1.41667,0,0,74976.9,1.13479e+07,7185.00000,6291.00000,988,988,0,0,988.00000,130.00000,2.56420,29.48256,0.53438,2.00000,1500.00000,0.01500,88.37209,0.00000
69,1.4375,0,0,76360.6,1.17065e+07,7185.00000,6291.00000,992,992,0,0,992.00000,130.00000,2.56420,29.48256,0.53708,2.00000,1500.00000,0.01500,88.41355,0.00000
70,1.45833,0,0,78010.3,1.1933e+07,7185.00000,6291.00000,995,995,0,0,995.00000,130.00000,2.56420,29.48256,0.53978,2.00000,1500.00000,0.01500,88.44444,0.00000
71,1.47917,0,0,79416.6,1.20173e+07,7185.00000,6291.00000,1012,1012,0,0,1012.00000,130.00000,2.56420,29.48256,0.54247,2.00000,1500.00000,0.01500,88.61646,0.00000
72,1.5,0,0,79712.3,1.22586e+07,10399.00000,9302.00000,1011,1011,0,0,1011.00000,131.00000,2.56420,29.48256,0.54518,2.00000,1500.00000,0.01500,88.52889,0.00000
73,1.52083,0,0,80925.9,1.26686e+07,10399.00000,9302.00000,1011,1011,0,0,1011.00000,131.00000,2.56420,29.48256,0.54787,2.00000,1500.00000,0.01500,88.52889,0.00000
74,1.54167,0,0,82327.2,1.29181e+07,10399.00000,9302.00000,1013,1013,0,0,1013.00000,131.00000,2.56420,29.48256,0.55058,2.00000,1500.00000,0.01500,88.54895,0.00000
75,1.5625,0,0,84330,1.29999e+07,10399.00000,9302.00000,1016,1016,0,0,1016.00000,131.00000,2.56420,29.48256,0.55327,2.00000,1500.00000,0.01500,88.57890,0.00000
76,1.58333,0,0,85311.6,1.30782e+07,10399.00000,9302.00000,1016,1016,0,0,1016.00000,131.00000,2.56420,29.48256,0.55598,2.00000,1500.00000,0.01500,88.57890,0.00000
77,1.60417,0,0,87104,1.33069e+07,10399.00000,9302.00000,1021,1021,0,0,1021.00000,131.00000,2.56420,29.48256,0.55867,2.00000,1500.00000,0.01500,88.62847,0.00000
78,1.625,0,0,87502.9,1.37638e+07,10399.00000,9302.00000,1021,1021,0,0,1021.00000,131.00000,2.56420,29.48256,0.56138,2.00000,1500.00000,0.01500,88.62847,0.00000
79,1.64583,0,0,88446.4,1.39858e+07,10399.00000,9302.00000,1021,1021,0,0,1021.00000,131.00000,2.56420,29.48256,0.56407,2.00000,1500.00000,0.01500,88.62847,0.00000
80,1.66667,0,0,89980.5,1.40597e+07,10399.00000,9302.00000,1019,1019,0,0,1019.00000,133.00000,2.56420,29.48256,0.56678,2.00000,1500.00000,0.01500,88.45486,0.00000
81,1.6875,0,0,92558.5,1.42752e+07,10399.00000,9302.00000,1017,1017,0,0,1017.00000,135.00000,2.56420,29.48256,0.56947,2.00000,1500.00000,0.01500,88.28125,0.00000
82,1.70833,0,0,93641.1,1.47696e+07,10399.00000,9302.00000,1015,1015,0,0,1015.00000,137.00000,2.56420,29.48256,0.57218,2.00000,1500.00000,0.01500,88.10764,0.00000
83,1.72917,0,0,94874.8,1.49857e+07,10399.00000,9302.00000,1011,1011,0,0,1011.00000,141.00000,2.56420,29.48256,0.57487,2.00000,1500.00000,0.01500,87.76042,0.00000
84,1.75,0,0,95139.8,1.50549e+07,10399.00000,9302.00000,1008,1008,0,0,1008.00000,144.00000,2.56420,29.48256,0.57758,2.00000,1500.00000,0.01500,87.50000,0.00000
85,1.77083,0,0,95972.9,1.52572e+07,10399.00000,9302.00000,1006,1006,0,0,1006.00000,146.00000,2.56420,29.48256,0.58027,2.00000,1500.00000,0.01500,87.32639,0.00000
86,1.79167,0,0,97492.8,1.57843e+07,10399.00000,9302.00000,1004,1004,0,0,1004.00000,148.00000,2.56420,29.48256,0.58298,2.00000,1500.00000,0.01500,87.15278,0.00000
87,1.8125,0,0,100175,1.59868e+07,10399.00000,9302.00000,999,999,0,0,999.00000,153.00000,2.56420,29.48256,0.58568,2.00000,1500.00000,0.01500,86.71875,0.00000
88,1.83333,0,0,101119,1.60523e+07,10399.00000,9302.00000,991,991,0,0,991.00000,161.00000,2.56420,29.48256,0.58838,2.00000,1500.00000,0.01500,86.02431,0.00000
89,1.85417,0,0,102638,1.62425e+07,10399.00000,9302.00000,988,988,0,0,988.00000,164.00000,2.56420,29.48256,0.59108,2.00000,1500.00000,0.01500,85.76389,0.00000
90,1.875,0,0,102865,1.68047e+07,10399.00000,9302.00000,986,986,0,0,986.00000,166.00000,2.56420,29.48256,0.59378,2.00000,1500.00000,0.01500,85.59028,0.00000
91,1.89583,0,0,103464,1.6984e+07,10399.00000,9302.00000,983,983,0,0,983.00000,169.00000,2.56420,29.48256,0.59648,2.00000,1500.00000,0.01500,85.32986,0.00000
92,1.91667,0,0,104906,1.70765e+07,10399.00000,9302.00000,980,980,0,0,980.00000,172.00000,2.56420,29.48256,0.59918,2.00000,1500.00000,0.01500,85.06944,0.00000
93,1.9375,0,0,105988,1.72668e+07,10399.00000,9302.00000,977,977,0,0,977.00000,175.00000,2.56420,29.48256,0.60188,2.00000,1500.00000,0.01500,84.80903,0.00000
94,1.95833,0,0,108776,1.79412e+07,10399.00000,9302.00000,975,975,0,0,975.00000,177.00000,2.56420,29.48256,0.60458,2.00000,1500.00000,0.01500,84.63542,0.00000
95,1.97917,1.06373,0,110178,1.80028e+07,10399.00000,9302.00000,974,973,1,0,974.00000,178.00000,2.56420,29.48256,0.60728,2.00000,1500.00000,0.01500,84.54861,0.00000
96,2,2.12505,0.0900895,111103,1.81814e+07,13776.00000,12280.00000,973,972,1,0,973.00000,179.00000,2.56420,29.48256,0.60998,2.00000,1500.00000,0.01500,84.46181,0.00000
97,2.02083,3.22222,0.108486,111803,1.86794e+07,13776.00000,12280.00000,972,971,1,0,972.00000,180.00000,2.56420,29.48256,0.61268,2.00000,1500.00000,0.01500,84.37500,0.00000
98,2.04167,4.29077,0.135332,113037,1.88433e+07,13776.00000,12280.00000,969,968,1,0,969.00000,183.00000,2.56420,29.48256,0.61538,2.00000,1500.00000,0.01500,84.11458,0.00000
99,2.0625,5.37228,0.165726,116466,1.9161e+07,13776.00000,12280.00000,967,965,2,0,967.00000,185.00000,2.56420,29.48256,0.61808,2.00000,1500.00000,0.01500,83.94097,0.00000
100,2.08333,9.64865,0.195589,118250,1.93399e+07,13776.00000,12280.00000,974,965,9,0,974.00000,185.00000,2.56420,29.48256,0.62078,2.00000,1500.00000,0.01500,84.03796,0.00000
101,2.10417,19.2076,0.302437,120027,1.98387e+07,13776.00000,12280.00000,973,963,10,0,973.00000,186.00000,2.56420,29.48256,0.62348,2.00000,1500.00000,0.01500,83.95168,0.00000
102,2.125,31.9849,0.494658,123863,2.00006e+07,13776.00000,12280.00000,976,962,14,0,976.00000,186.00000,2.56420,29.48256,0.62618,2.00000,1500.00000,0.01500,83.99311,0.00000
103,2.14583,49.0436,0.599617,132657,2.01572e+07,13776.00000,12280.00000,971,955,16,0,971.00000,191.00000,2.56420,29.48256,0.62888,2.00000,1500.00000,0.01500,83.56282,0.00000
104,2.16667,68.1581,0.686645,140131,2.06158e+07,13776.00000,12280.00000,978,956,22,0,978.00000,191.00000,2.56420,29.48256,0.63158,2.00000,1500.00000,0.01500,83.66125,0.00000
105,2.1875,92.606,0.776874,151237,2.07876e+07,13776.00000,12280.00000,981,955,26,0,981.00000,191.00000,2.56420,29.48256,0.63428,2.00000,1500.00000,0.01500,83.70307,0.00000
106,2.20833,125.458,0.878603,165644,2.12497e+07,13776.00000,12280.00000,987,954,33,0,987.00000,191.00000,2.56420,29.48256,0.63697,2.00000,1500.00000,0.01500,83.78608,0.00000
107,2.22917,144.506,0.976599,185500,2.18049e+07,13776.00000,12280.00000,994,956,38,0,994.00000,191.00000,2.56420,29.48256,0.63968,2.00000,1500.00000,0.01500,83.88185,0.00000
108,2.25,185.933,1.15625,201886,2.19547e+07,13776.00000,12280.00000,996,956,40,0,996.00000,191.00000,2.56420,29.48256,0.64237,2.00000,1500.00000,0.01500,83.90902,0.00000
109,2.27083,202.85,1.3019,225346,2.20118e+07,13776.00000,12280.00000,994,953,41,0,994.00000,193.00000,2.56420,29.48256,0.64508,2.00000,1500.00000,0.01500,83.74052,0.00000
110,2.29167,248.329,1.41228,243610,2.21776e+07,13776.00000,12280.00000,993,950,43,0,993.00000,194.00000,2.56420,29.48256,0.64777,2.00000,1500.00000,0.01500,83.65627,0.00000
111,2.3125,272.526,1.55568,267475,2.25961e+07,13776.00000,12280.00000,1004,951,53,0,1004.00000,194.00000,2.56420,29.48256,0.65048,2.00000,1500.00000,0.01500,83.80634,0.00000
112,2.33333,330.277,1.68265,293108,2.32733e+07,13776.00000,12280.00000,1011,954,57,0,1011.00000,194.00000,2.56420,29.48256,0.65317,2.00000,1500.00000,0.01500,83.90041,0.00000
113,2.35417,353.907,1.80244,326967,2.34453e+07,13776.00000,12280.00000,1015,950,65,0,1015.00000,194.00000,2.56420,29.48256,0.65588,2.00000,1500.00000,0.01500,83.95368,0.00000
114,2.375,425.033,1.89553,359577,2.38638e+07,13776.00000,12280.00000,1020,949,71,0,1020.00000,194.00000,2.56420,29.48256,0.65857,2.00000,1500.00000,0.01500,84.01977,0.00000
115,2.39583,458.34,2.08207,405648,2.40005e+07,13776.00000,12280.00000,1030,953,77,0,1030.00000,194.00000,2.56420,29.48256,0.66128,2.00000,1500.00000,0.01500,84.15033,0.00000
116,2.41667,541.778,2.17622,454700,2.41387e+07,13776.00000,12280.00000,1035,949,86,0,1035.00000,194.00000,2.56420,29.48256,0.66398,2.00000,1500.00000,0.01500,84.21481,0.00000
117,2.4375,575.596,2.27113,521412,2.45404e+07,13776.00000,12280.00000,1044,954,90,0,1044.00000,194.00000,2.56420,29.48256,0.66668,2.00000,1500.00000,0.01500,84.32957,0.00000
118,2.45833,670.856,2.33569,594024,2.53288e+07,13776.00000,12280.00000,1054,953,101,0,1054.00000,194.00000,2.56420,29.48256,0.66938,2.00000,1500.00000,0.01500,84.45512,0.00000
119,2.47917,711.384,2.51694,678405,2.54676e+07,13776.00000,12280.00000,1064,954,110,0,1064.00000,194.00000,2.56420,29.48256,0.67208,2.00000,1500.00000,0.01500,84.57870,0.00000
120,2.5,829.598,2.58875,774230,2.58691e+07,16549.00000,14801.00000,1070,952,118,0,1070.00000,194.00000,2.56420,29.48256,0.67478,2.00000,1500.00000,0.01500,84.65190,0.00000
121,2.52083,879.888,2.71366,882904,2.60006e+07,16549.00000,14801.00000,1082,960,122,0,1082.00000,194.00000,2.56420,29.48256,0.67748,2.00000,1500.00000,0.01500,84.79623,0.00000
122,2.54167,1011.42,3.05024,1.00994e+06,2.61287e+07,16549.00000,14801.00000,1090,958,132,0,1090.00000,194.00000,2.56420,29.48256,0.68018,2.00000,1500.00000,0.01500,84.89097,0.00000
123,2.5625,1062.13,3.29863,1.16449e+06,2.6483e+07,16549.00000,14801.00000,1107,963,144,0,1107.00000,194.00000,2.56420,29.48256,0.68288,2.00000,1500.00000,0.01500,85.08839,0.00000
124,2.58333,1214,3.44819,1.45483e+06,2.73711e+07,16549.00000,14801.00000,1121,968,153,0,1121.00000,194.00000,2.56420,29.48256,0.68558,2.00000,1500.00000,0.01500,85.24715,0.00000
125,2.60417,1280.17,3.66428,1.74344e+06,2.75094e+07,16549.00000,14801.00000,1134,968,166,0,1134.00000,194.00000,2.56420,29.48256,0.68828,2.00000,1500.00000,0.01500,85.39157,0.00000
126,2.625,1458.85,3.81851,2.28835e+06,2.78726e+07,16549.00000,14801.00000,1141,965,176,0,1141.00000,194.00000,2.56420,29.48256,0.69098,2.00000,1500.00000,0.01500,85.46817,0.00000
127,2.64583,1534.62,4.04163,2.77636e+06,2.79926e+07,16549.00000,14801.00000,1143,957,186,0,1143.00000,194.00000,2.56420,29.48256,0.69368,2.00000,1500.00000,0.01500,85.48991,0.00000
128,2.66667,1734.64,4.13417,3.69245e+06,2.81263e+07,16549.00000,14801.00000,1155,957,198,0,1155.00000,194.00000,2.56420,29.48256,0.69638,2.00000,1500.00000,0.01500,85.61898,0.00000
129,2.6875,1808.56,4.28061,4.38437e+06,2.85303e+07,16549.00000,14801.00000,1163,957,206,0,1163.00000,194.00000,2.56420,29.48256,0.69908,2.00000,1500.00000,0.01500,85.70376,0.00000
130,2.70833,2027.53,4.41818,5.69341e+06,2.94161e+07,16549.00000,14801.00000,1158,946,212,0,1158.00000,199.00000,2.56420,29.48256,0.70178,2.00000,1500.00000,0.01500,85.33530,0.00000
131,2.72917,2124.74,4.50954,6.87543e+06,2.95496e+07,16549.00000,14801.00000,1166,944,222,0,1166.00000,199.00000,2.56420,29.48256,0.70448,2.00000,1500.00000,0.01500,85.42125,0.00000
132,2.75,2358.22,4.62929,9.16322e+06,2.99506e+07,16549.00000,14801.00000,1175,944,231,0,1175.00000,199.00000,2.56420,29.48256,0.70718,2.00000,1500.00000,0.01500,85.51674,0.00000
133,2.77083,2462.91,4.78915,1.1001e+07,3.00123e+07,16549.00000,14801.00000,1179,939,240,0,1179.00000,199.00000,2.56420,29.48256,0.70988,2.00000,1500.00000,0.01500,85.55878,0.00000
134,2.79167,2728.49,4.89416,1.4605e+07,3.03911e+07,16549.00000,14801.00000,1175,931,244,0,1175.00000,203.00000,2.56420,29.48256,0.71258,2.00000,1500.00000,0.01500,85.26850,0.00000
135,2.8125,2826.41,4.94404,1.7462e+07,3.05155e+07,16549.00000,14801.00000,1175,928,247,0,1175.00000,203.00000,2.56420,29.48256,0.71528,2.00000,1500.00000,0.01500,85.26850,0.00000
136,2.83333,3080.86,5.03045,2.30703e+07,3.15427e+07,16549.00000,14801.00000,1175,925,250,0,1175.00000,203.00000,2.56420,29.48256,0.71798,2.00000,1500.00000,0.01500,85.26850,0.00000
137,2.85417,3189.93,5.07507,2.71206e+07,3.18729e+07,16549.00000,14801.00000,1176,922,254,0,1176.00000,203.00000,2.56420,29.48256,0.72068,2.00000,1500.00000,0.01500,85.27919,0.00000
138,2.875,3469.59,5.14661,3.50511e+07,3.19821e+07,16549.00000,14801.00000,1171,917,254,0,1171.00000,208.00000,2.56420,29.48256,0.72338,2.00000,1500.00000,0.01500,84.91660,0.00000
139,2.89583,3566.66,5.18872,4.1444e+07,3.21029e+07,16549.00000,14801.00000,1169,912,257,0,1169.00000,210.00000,2.56420,29.48256,0.72608,2.00000,1500.00000,0.01500,84.77158,0.00000
140,2.91667,3825.8,5.25495,5.40013e+07,3.24584e+07,16549.00000,14801.00000,1165,909,256,0,1165.00000,214.00000,2.56420,29.48256,0.72878,2.00000,1500.00000,0.01500,84.48151,0.00000
