clock (30 min),Day,Total TNF (pg),Total IL1b (pg),Total TGF (pg),Total O2,Collagen (ug),Aggrecan (ug),Total Cells,Stem Cells,Pre-NP Cells,NP Cells,Live Cells,Dead Cells,Elastic Modulus(kPa),Swelling Ratio,Mass Loss(%),Alginate_wv(%),Alginate_Mw(kDa),Ca_XL(M),Viability Rate(%),Differentiation (%)
22,0.458333,0,0,25056.5,3.17025e+06,0.00000,0.00000,937,937,0,0,937.00000,62.00000,2.56420,29.48256,0.41017,2.00000,1500.00000,0.01500,93.79379,0.00000
23,0.479167,0,0,26489,3.26587e+06,0.00000,0.00000,935,935,0,0,935.00000,64.00000,2.56420,29.48256,0.41287,2.00000,1500.00000,0.01500,93.59359,0.00000
24,0.5,0,0,27458,3.48101e+06,3465.00000,3097.00000,933,933,0,0,933.00000,66.00000,2.56420,29.48256,0.41557,2.00000,1500.00000,0.01500,93.39339,0.00000
25,0.520833,0,0,28473.1,3.55897e+06,3465.00000,3097.00000,928,928,0,0,928.00000,71.00000,2.56420,29.48256,0.41827,2.00000,1500.00000,0.01500,92.89289,0.00000
26,0.541667,0,0,29915.1,3.74918e+06,3465.00000,3097.00000,923,923,0,0,923.00000,76.00000,2.56420,29.48256,0.42097,2.00000,1500.00000,0.01500,92.39239,0.00000
27,0.5625,0,0,30548.9,3.9358e+06,3465.00000,3097.00000,921,921,0,0,921.00000,78.00000,2.56420,29.48256,0.42368,2.00000,1500.00000,0.01500,92.19219,0.00000
28,0.583333,0,0,32038.7,4.01515e+06,3465.00000,3097.00000,919,919,0,0,919.00000,80.00000,2.56420,29.48256,0.42638,2.00000,1500.00000,0.01500,91.99199,0.00000
29,0.604167,0,0,32724.4,4.23478e+06,3465.00000,3097.00000,913,913,0,0,913.00000,86.00000,2.56420,29.48256,0.42908,2.00000,1500.00000,0.01500,91.39139,0.00000
30,0.625,0,0,34080.2,4.31576e+06,3465.00000,3097.00000,911,911,0,0,911.00000,88.00000,2.56420,29.48256,0.43178,2.00000,1500.00000,0.01500,91.19119,0.00000
31,0.645833,0,0,34748.5,4.50276e+06,3465.00000,3097.00000,909,909,0,0,909.00000,90.00000,2.56420,29.48256,0.43448,2.00000,1500.00000,0.01500,90.99099,0.00000
32,0.666667,0,0,36204.4,4.67999e+06,3465.00000,3097.00000,902,902,0,0,902.00000,97.00000,2.56420,29.48256,0.43718,2.00000,1500.00000,0.01500,90.29029,0.00000
33,0.6875,0,0,36623.6,4.82522e+06,3465.00000,3097.00000,896,896,0,0,896.00000,103.00000,2.56420,29.48256,0.43988,2.00000,1500.00000,0.01500,89.68969,0.00000
34,0.708333,0,0,38127.7,5e+06,3465.00000,3097.00000,893,893,0,0,893.00000,106.00000,2.56420,29.48256,0.44258,2.00000,1500.00000,0.01500,89.38939,0.00000
35,0.729167,0,0,39757.3,5.16047e+06,3465.00000,3097.00000,889,889,0,0,889.00000,110.00000,2.56420,29.48256,0.44528,2.00000,1500.00000,0.01500,88.98899,0.00000
36,0.75,0,0,40158.2,5.34113e+06,3465.00000,3097.00000,885,885,0,0,885.00000,114.00000,2.56420,29.48256,0.44798,2.00000,1500.00000,0.01500,88.58859,0.00000
37,0.770833,0,0,41322.8,5.49985e+06,3465.00000,3097.00000,881,881,0,0,881.00000,118.00000,2.56420,29.48256,0.45068,2.00000,1500.00000,0.01500,88.18819,0.00000
38,0.791667,0,0,42583.4,5.64642e+06,3465.00000,3097.00000,877,877,0,0,877.00000,122.00000,2.56420,29.48256,0.45338,2.00000,1500.00000,0.01500,87.78779,0.00000
39,0.8125,0,0,43742.8,5.8549e+06,3465.00000,3097.00000,874,874,0,0,874.00000,125.00000,2.56420,29.48256,0.45608,2.00000,1500.00000,0.01500,87.48749,0.00000
40,0.833333,0,0,44192.4,6.00003e+06,3465.00000,3097.00000,874,874,0,0,874.00000,125.00000,2.56420,29.48256,0.45878,2.00000,1500.00000,0.01500,87.48749,0.00000
41,0.854167,0,0,45218.5,6.13645e+06,3465.00000,3097.00000,870,870,0,0,870.00000,129.00000,2.56420,29.48256,0.46148,2.00000,1500.00000,0.01500,87.08709,0.00000
42,0.875,0,0,46752.6,6.37248e+06,3465.00000,3097.00000,870,870,0,0,870.00000,129.00000,2.56420,29.48256,0.46418,2.00000,1500.00000,0.01500,87.08709,0.00000
43,0.895833,0,0,47820.2,6.50204e+06,3465.00000,3097.00000,869,869,0,0,869.00000,130.00000,2.56420,29.48256,0.46688,2.00000,1500.00000,0.01500,86.98699,0.00000
44,0.916667,0,0,48195.7,6.64646e+06,3465.00000,3097.00000,868,868,0,0,868.00000,131.00000,2.56420,29.48256,0.46958,2.00000,1500.00000,0.01500,86.88689,0.00000
45,0.9375,0,0,49078.4,6.9619e+06,3465.00000,3097.00000,868,868,0,0,868.00000,131.00000,2.56420,29.48256,0.47228,2.00000,1500.00000,0.01500,86.88689,0.00000
46,0.958333,0,0,50804.1,7.00916e+06,3465.00000,3097.00000,866,866,0,0,866.00000,133.00000,2.56420,29.48256,0.47498,2.00000,1500.00000,0.01500,86.68669,0.00000
47,0.979167,0,0,51815.9,7.14419e+06,3465.00000,3097.00000,866,866,0,0,866.00000,133.00000,2.56420,29.48256,0.47768,2.00000,1500.00000,0.01500,86.68669,0.00000
48,1,0,0,52103.1,7.47174e+06,6839.00000,5997.00000,866,866,0,0,866.00000,133.00000,2.56420,29.48256,0.48038,2.00000,1500.00000,0.01500,86.68669,0.00000
49,1.02083,0,0,52971.5,7.53269e+06,6839.00000,5997.00000,868,868,0,0,868.00000,133.00000,2.56420,29.48256,0.48308,2.00000,1500.00000,0.01500,86.71329,0.00000
50,1.04167,0,0,54789.1,7.87163e+06,6839.00000,5997.00000,875,875,0,0,875.00000,133.00000,2.56420,29.48256,0.48578,2.00000,1500.00000,0.01500,86.80556,0.00000
51,1.0625,0,0,55728.2,7.99835e+06,6839.00000,5997.00000,875,875,0,0,875.00000,133.00000,2.56420,29.48256,0.48848,2.00000,1500.00000,0.01500,86.80556,0.00000
52,1.08333,0,0,56429.1,8.10213e+06,6839.00000,5997.00000,879,879,0,0,879.00000,133.00000,2.56420,29.48256,0.49118,2.00000,1500.00000,0.01500,86.85770,0.00000
53,1.10417,0,0,58084.6,8.40277e+06,6839.00000,5997.00000,880,880,0,0,880.00000,133.00000,2.56420,29.48256,0.49387,2.00000,1500.00000,0.01500,86.87068,0.00000
54,1.125,0,0,59378.7,8.51425e+06,6839.00000,5997.00000,886,886,0,0,886.00000,133.00000,2.56420,29.48256,0.49657,2.00000,1500.00000,0.01500,86.94799,0.00000
55,1.14583,0,0,59779.4,8.63334e+06,6839.00000,5997.00000,896,896,0,0,896.00000,133.00000,2.56420,29.48256,0.49927,2.00000,1500.00000,0.01500,87.07483,0.00000
56,1.16667,0,0,60542.1,8.99269e+06,6839.00000,5997.00000,899,899,0,0,899.00000,133.00000,2.56420,29.48256,0.50197,2.00000,1500.00000,0.01500,87.11240,0.00000
57,1.1875,0,0,62681.6,9.08583e+06,6839.00000,5997.00000,909,909,0,0,909.00000,133.00000,2.56420,29.48256,0.50468,2.00000,1500.00000,0.01500,87.23608,0.00000
58,1.20833,0,0,63453.3,9.35615e+06,6839.00000,5997.00000,917,917,0,0,917.00000,133.00000,2.56420,29.48256,0.50738,2.00000,1500.00000,0.01500,87.33334,0.00000
59,1.22917,0,0,63804.1,9.56402e+06,6839.00000,5997.00000,922,922,0,0,922.00000,133.00000,2.56420,29.48256,0.51008,2.00000,1500.00000,0.01500,87.39336,0.00000
60,1.25,0,0,64640.1,9.67136e+06,6839.00000,5997.00000,931,931,0,0,931.00000,133.00000,2.56420,29.48256,0.51278,2.00000,1500.00000,0.01500,87.50000,0.00000
61,1.27083,0,0,66873.8,9.9935e+06,6839.00000,5997.00000,941,941,0,0,941.00000,133.00000,2.56420,29.48256,0.51548,2.00000,1500.00000,0.01500,87.61639,0.00000
62,1.29167,0,0,67442.8,1.00785e+07,6839.00000,5997.00000,950,950,0,0,950.00000,133.00000,2.56420,29.48256,0.51818,2.00000,1500.00000,0.01500,87.71930,0.00000
63,1.3125,0,0,68413.8,1.03255e+07,6839.00000,5997.00000,956,956,0,0,956.00000,133.00000,2.56420,29.48256,0.52088,2.00000,1500.00000,0.01500,87.78696,0.00000
64,1.33333,0,0,70655.3,1.062e+07,6839.00000,5997.00000,960,960,0,0,960.00000,133.00000,2.56420,29.48256,0.52358,2.00000,1500.00000,0.01500,87.83166,0.00000
65,1.35417,0,0,71477.6,1.0904e+07,6839.00000,5997.00000,969,969,0,0,969.00000,133.00000,2.56420,29.48256,0.52628,2.00000,1500.00000,0.01500,87.93104,0.00000
66,1.375,0,0,71860.3,1.09997e+07,6839.00000,5997.00000,974,974,0,0,974.00000,133.00000,2.56420,29.48256,0.52898,2.00000,1500.00000,0.01500,87.98554,0.00000
67,1.39583,0,0,72979.2,1.10886e+07,6839.00000,5997.00000,976,976,0,0,976.00000,133.00000,2.56420,29.48256,0.53168,2.00000,1500.00000,0.01500,88.00721,0.00000
68,1.41667,0,0,74915.4,1.13479e+07,6839.00000,5997.00000,985,985,0,0,985.00000,133.00000,2.56420,29.48256,0.53438,2.00000,1500.00000,0.01500,88.10376,0.00000
69,1.4375,0,0,76285.5,1.17065e+07,6839.00000,5997.00000,989,989,0,0,989.00000,133.00000,2.56420,29.48256,0.53708,2.00000,1500.00000,0.01500,88.14617,0.00000
70,1.45833,0,0,77287.6,1.1933e+07,6839.00000,5997.00000,996,996,0,0,996.00000,133.00000,2.56420,29.48256,0.53978,2.00000,1500.00000,0.01500,88.21966,0.00000
71,1.47917,0,0,79212.4,1.20173e+07,6839.00000,5997.00000,996,996,0,0,996.00000,133.00000,2.56420,29.48256,0.54247,2.00000,1500.00000,0.01500,88.21966,0.00000
72,1.5,0,0,79510.4,1.22586e+07,9835.00000,8646.00000,1000,1000,0,0,1000.00000,133.00000,2.56420,29.48256,0.54518,2.00000,1500.00000,0.01500,88.26125,0.00000
73,1.52083,0,0,80345.2,1.26686e+07,9835.00000,8646.00000,1001,1001,0,0,1001.00000,133.00000,2.56420,29.48256,0.54787,2.00000,1500.00000,0.01500,88.27161,0.00000
74,1.54167,0,0,82224.9,1.29181e+07,9835.00000,8646.00000,998,998,0,0,998.00000,136.00000,2.56420,29.48256,0.55058,2.00000,1500.00000,0.01500,88.00706,0.00000
75,1.5625,0,0,84006.7,1.29999e+07,9835.00000,8646.00000,998,998,0,0,998.00000,136.00000,2.56420,29.48256,0.55327,2.00000,1500.00000,0.01500,88.00706,0.00000
76,1.58333,0,0,85097.5,1.30782e+07,9835.00000,8646.00000,1002,1002,0,0,1002.00000,136.00000,2.56420,29.48256,0.55598,2.00000,1500.00000,0.01500,88.04921,0.00000
77,1.60417,0,0,87010.6,1.33069e+07,9835.00000,8646.00000,1004,1004,0,0,1004.00000,136.00000,2.56420,29.48256,0.55867,2.00000,1500.00000,0.01500,88.07018,0.00000
78,1.625,0,0,87467.9,1.37638e+07,9835.00000,8646.00000,1006,1006,0,0,1006.00000,136.00000,2.56420,29.48256,0.56138,2.00000,1500.00000,0.01500,88.09107,0.00000
79,1.64583,0,0,88286.8,1.39858e+07,9835.00000,8646.00000,1007,1007,0,0,1007.00000,136.00000,2.56420,29.48256,0.56407,2.00000,1500.00000,0.01500,88.10149,0.00000
80,1.66667,0,0,89965.5,1.40597e+07,9835.00000,8646.00000,1002,1002,0,0,1002.00000,141.00000,2.56420,29.48256,0.56678,2.00000,1500.00000,0.01500,87.66405,0.00000
81,1.6875,0,0,92528.8,1.42752e+07,9835.00000,8646.00000,999,999,0,0,999.00000,144.00000,2.56420,29.48256,0.56947,2.00000,1500.00000,0.01500,87.40157,0.00000
82,1.70833,0,0,93640,1.47696e+07,9835.00000,8646.00000,998,998,0,0,998.00000,145.00000,2.56420,29.48256,0.57218,2.00000,1500.00000,0.01500,87.31409,0.00000
83,1.72917,0,0,95054.7,1.49857e+07,9835.00000,8646.00000,996,996,0,0,996.00000,147.00000,2.56420,29.48256,0.57487,2.00000,1500.00000,0.01500,87.13911,0.00000
84,1.75,0,0,95355.5,1.50549e+07,9835.00000,8646.00000,991,991,0,0,991.00000,152.00000,2.56420,29.48256,0.57758,2.00000,1500.00000,0.01500,86.70166,0.00000
85,1.77083,0,0,96481.1,1.52572e+07,9835.00000,8646.00000,988,988,0,0,988.00000,155.00000,2.56420,29.48256,0.58027,2.00000,1500.00000,0.01500,86.43919,0.00000
86,1.79167,0,0,97551.9,1.57843e+07,9835.00000,8646.00000,985,985,0,0,985.00000,158.00000,2.56420,29.48256,0.58298,2.00000,1500.00000,0.01500,86.17673,0.00000
87,1.8125,0,0,100520,1.59868e+07,9835.00000,8646.00000,983,983,0,0,983.00000,160.00000,2.56420,29.48256,0.58568,2.00000,1500.00000,0.01500,86.00175,0.00000
88,1.83333,0,0,101568,1.60523e+07,9835.00000,8646.00000,976,976,0,0,976.00000,167.00000,2.56420,29.48256,0.58838,2.00000,1500.00000,0.01500,85.38933,0.00000
89,1.85417,0,0,102728,1.62425e+07,9835.00000,8646.00000,972,972,0,0,972.00000,171.00000,2.56420,29.48256,0.59108,2.00000,1500.00000,0.01500,85.03937,0.00000
90,1.875,0,0,103073,1.68047e+07,9835.00000,8646.00000,967,967,0,0,967.00000,176.00000,2.56420,29.48256,0.59378,2.00000,1500.00000,0.01500,84.60193,0.00000
91,1.89583,0,0,103887,1.6984e+07,9835.00000,8646.00000,966,966,0,0,966.00000,177.00000,2.56420,29.48256,0.59648,2.00000,1500.00000,0.01500,84.51443,0.00000
92,1.91667,0,0,105092,1.70765e+07,9835.00000,8646.00000,963,963,0,0,963.00000,180.00000,2.56420,29.48256,0.59918,2.00000,1500.00000,0.01500,84.25197,0.00000
93,1.9375,0,0,108127,1.72668e+07,9835.00000,8646.00000,960,960,0,0,960.00000,183.00000,2.56420,29.48256,0.60188,2.00000,1500.00000,0.01500,83.98950,0.00000
94,1.95833,1.06373,0,109134,1.79412e+07,9835.00000,8646.00000,956,954,2,0,956.00000,187.00000,2.56420,29.48256,0.60458,2.00000,1500.00000,0.01500,83.63954,0.00000
95,1.97917,3.18855,0.0696095,110946,1.80028e+07,9835.00000,8646.00000,955,953,2,0,955.00000,188.00000,2.56420,29.48256,0.60728,2.00000,1500.00000,0.01500,83.55206,0.00000
96,2,5.34814,0.117073,111928,1.81814e+07,12596.00000,11124.00000,952,949,3,0,952.00000,191.00000,2.56420,29.48256,0.60998,2.00000,1500.00000,0.01500,83.28959,0.00000
97,2.02083,10.6734,0.146855,113706,1.86793e+07,12596.00000,11124.00000,948,944,4,0,948.00000,195.00000,2.56420,29.48256,0.61268,2.00000,1500.00000,0.01500,82.93963,0.00000
98,2.04167,18.1075,0.303866,117987,1.88433e+07,12596.00000,11124.00000,950,941,9,0,950.00000,195.00000,2.56420,29.48256,0.61538,2.00000,1500.00000,0.01500,82.96944,0.00000
99,2.0625,27.7488,0.501242,121427,1.91609e+07,12596.00000,11124.00000,949,940,9,0,949.00000,196.00000,2.56420,29.48256,0.61808,2.00000,1500.00000,0.01500,82.88210,0.00000
100,2.08333,37.4017,0.622476,125288,1.93399e+07,12596.00000,11124.00000,949,940,9,0,949.00000,196.00000,2.56420,29.48256,0.62078,2.00000,1500.00000,0.01500,82.88210,0.00000
101,2.10417,49.0891,0.735933,131795,1.98386e+07,12596.00000,11124.00000,946,935,11,0,946.00000,199.00000,2.56420,29.48256,0.62348,2.00000,1500.00000,0.01500,82.62009,0.00000
102,2.125,62.9225,0.851171,137248,2.00006e+07,12596.00000,11124.00000,949,937,12,0,949.00000,199.00000,2.56420,29.48256,0.62618,2.00000,1500.00000,0.01500,82.66550,0.00000
103,2.14583,76.7067,0.937172,144858,2.01572e+07,12596.00000,11124.00000,950,935,15,0,950.00000,199.00000,2.56420,29.48256,0.62888,2.00000,1500.00000,0.01500,82.68059,0.00000
104,2.16667,92.5643,1.02945,154330,2.06158e+07,12596.00000,11124.00000,945,931,14,0,945.00000,204.00000,2.56420,29.48256,0.63158,2.00000,1500.00000,0.01500,82.24543,0.00000
105,2.1875,108.471,1.1177,165806,2.07876e+07,12596.00000,11124.00000,945,929,16,0,945.00000,204.00000,2.56420,29.48256,0.63428,2.00000,1500.00000,0.01500,82.24543,0.00000
106,2.20833,126.477,1.19708,176355,2.12497e+07,12596.00000,11124.00000,956,930,26,0,956.00000,204.00000,2.56420,29.48256,0.63697,2.00000,1500.00000,0.01500,82.41380,0.00000
107,2.22917,157.268,1.29991,191650,2.18049e+07,12596.00000,11124.00000,963,933,30,0,963.00000,204.00000,2.56420,29.48256,0.63968,2.00000,1500.00000,0.01500,82.51928,0.00000
108,2.25,168.763,1.39288,209256,2.19548e+07,12596.00000,11124.00000,964,929,35,0,964.00000,204.00000,2.56420,29.48256,0.64237,2.00000,1500.00000,0.01500,82.53425,0.00000
109,2.27083,211.071,1.46324,223155,2.20117e+07,12596.00000,11124.00000,969,927,42,0,969.00000,204.00000,2.56420,29.48256,0.64508,2.00000,1500.00000,0.01500,82.60870,0.00000
110,2.29167,223.737,1.59145,247643,2.21777e+07,12596.00000,11124.00000,972,927,45,0,972.00000,204.00000,2.56420,29.48256,0.64777,2.00000,1500.00000,0.01500,82.65306,0.00000
111,2.3125,274.63,1.67615,267411,2.25959e+07,12596.00000,11124.00000,979,931,48,0,979.00000,204.00000,2.56420,29.48256,0.65048,2.00000,1500.00000,0.01500,82.75571,0.00000
112,2.33333,296.738,1.80473,301443,2.32735e+07,12596.00000,11124.00000,980,930,50,0,980.00000,204.00000,2.56420,29.48256,0.65317,2.00000,1500.00000,0.01500,82.77027,0.00000
113,2.35417,354.463,1.88755,332760,2.34452e+07,12596.00000,11124.00000,987,928,59,0,987.00000,204.00000,2.56420,29.48256,0.65588,2.00000,1500.00000,0.01500,82.87154,0.00000
114,2.375,389.672,2.01098,384757,2.38639e+07,12596.00000,11124.00000,990,928,62,0,990.00000,204.00000,2.56420,29.48256,0.65857,2.00000,1500.00000,0.01500,82.91457,0.00000
115,2.39583,459.533,2.09722,438580,2.40004e+07,12596.00000,11124.00000,1004,929,75,0,1004.00000,204.00000,2.56420,29.48256,0.66128,2.00000,1500.00000,0.01500,83.11259,0.00000
116,2.41667,486.496,2.20668,500172,2.41388e+07,12596.00000,11124.00000,1011,930,81,0,1011.00000,204.00000,2.56420,29.48256,0.66398,2.00000,1500.00000,0.01500,83.20988,0.00000
117,2.4375,573.815,2.27949,560433,2.45402e+07,12596.00000,11124.00000,1013,927,86,0,1013.00000,204.00000,2.56420,29.48256,0.66668,2.00000,1500.00000,0.01500,83.23747,0.00000
118,2.45833,612.279,2.39478,643219,2.5329e+07,12596.00000,11124.00000,1031,934,97,0,1031.00000,204.00000,2.56420,29.48256,0.66938,2.00000,1500.00000,0.01500,83.48178,0.00000
119,2.47917,717.082,2.49697,740668,2.54674e+07,12596.00000,11124.00000,1033,933,100,0,1033.00000,204.00000,2.56420,29.48256,0.67208,2.00000,1500.00000,0.01500,83.50848,0.00000
120,2.5,761.722,2.58577,866892,2.58693e+07,15422.00000,13692.00000,1044,937,107,0,1044.00000,204.00000,2.56420,29.48256,0.67478,2.00000,1500.00000,0.01500,83.65385,0.00000
121,2.52083,875.636,2.71955,992125,2.60004e+07,15422.00000,13692.00000,1041,933,108,0,1041.00000,207.00000,2.56420,29.48256,0.67748,2.00000,1500.00000,0.01500,83.41347,0.00000
122,2.54167,918.41,3.03403,1.12875e+06,2.61289e+07,15422.00000,13692.00000,1050,936,114,0,1050.00000,207.00000,2.56420,29.48256,0.68018,2.00000,1500.00000,0.01500,83.53222,0.00000
123,2.5625,1042.45,3.28027,1.2727e+06,2.64839e+07,15422.00000,13692.00000,1069,935,134,0,1069.00000,207.00000,2.56420,29.48256,0.68288,2.00000,1500.00000,0.01500,83.77743,0.00000
124,2.58333,1096.91,3.42003,1.43783e+06,2.7372e+07,15422.00000,13692.00000,1093,944,149,0,1093.00000,207.00000,2.56420,29.48256,0.68558,2.00000,1500.00000,0.01500,84.07692,0.00000
125,2.60417,1259.7,3.60566,1.77588e+06,2.751e+07,15422.00000,13692.00000,1109,948,161,0,1109.00000,207.00000,2.56420,29.48256,0.68828,2.00000,1500.00000,0.01500,84.27052,0.00000
126,2.625,1320.68,3.79494,2.10361e+06,2.78743e+07,15422.00000,13692.00000,1123,950,173,0,1123.00000,207.00000,2.56420,29.48256,0.69098,2.00000,1500.00000,0.01500,84.43609,0.00000
127,2.64583,1506.58,3.94423,2.75413e+06,2.79925e+07,15422.00000,13692.00000,1143,957,186,0,1143.00000,207.00000,2.56420,29.48256,0.69368,2.00000,1500.00000,0.01500,84.66667,0.00000
128,2.66667,1599.08,4.10123,3.39366e+06,2.81273e+07,15422.00000,13692.00000,1148,953,195,0,1148.00000,207.00000,2.56420,29.48256,0.69638,2.00000,1500.00000,0.01500,84.72324,0.00000
129,2.6875,1809.62,4.25808,4.68783e+06,2.85305e+07,15422.00000,13692.00000,1157,948,209,0,1157.00000,207.00000,2.56420,29.48256,0.69908,2.00000,1500.00000,0.01500,84.82405,0.00000
130,2.70833,1892.06,4.45916,5.85796e+06,2.94362e+07,15422.00000,13692.00000,1159,944,215,0,1159.00000,207.00000,2.56420,29.48256,0.70178,2.00000,1500.00000,0.01500,84.84627,0.00000
131,2.72917,2122.15,4.55644,8.12246e+06,2.95511e+07,15422.00000,13692.00000,1163,941,222,0,1163.00000,207.00000,2.56420,29.48256,0.70448,2.00000,1500.00000,0.01500,84.89051,0.00000
132,2.75,2246.15,4.65814,1.03952e+07,2.9953e+07,15422.00000,13692.00000,1165,933,232,0,1165.00000,207.00000,2.56420,29.48256,0.70718,2.00000,1500.00000,0.01500,84.91254,0.00000
133,2.77083,2497.37,4.76964,1.4913e+07,3.00132e+07,15422.00000,13692.00000,1158,925,233,0,1158.00000,214.00000,2.56420,29.48256,0.70988,2.00000,1500.00000,0.01500,84.40234,0.00000
134,2.79167,2605.8,4.85641,1.87187e+07,3.03914e+07,15422.00000,13692.00000,1157,918,239,0,1157.00000,215.00000,2.56420,29.48256,0.71258,2.00000,1500.00000,0.01500,84.32944,0.00000
135,2.8125,2848.34,4.86391,2.61652e+07,3.05157e+07,15422.00000,13692.00000,1156,918,238,0,1156.00000,216.00000,2.56420,29.48256,0.71528,2.00000,1500.00000,0.01500,84.25656,0.00000
136,2.83333,2937.3,4.90352,3.15745e+07,3.15444e+07,15422.00000,13692.00000,1156,917,239,0,1156.00000,216.00000,2.56420,29.48256,0.71798,2.00000,1500.00000,0.01500,84.25656,0.00000
137,2.85417,3205.01,4.97518,4.20091e+07,3.18737e+07,15422.00000,13692.00000,1147,910,237,0,1147.00000,225.00000,2.56420,29.48256,0.72068,2.00000,1500.00000,0.01500,83.60058,0.00000
138,2.875,3279.93,4.98548,4.9586e+07,3.19834e+07,15422.00000,13692.00000,1140,904,236,0,1140.00000,232.00000,2.56420,29.48256,0.72338,2.00000,1500.00000,0.01500,83.09038,0.00000
139,2.89583,3521.83,4.98407,6.40939e+07,3.21041e+07,15422.00000,13692.00000,1136,900,236,0,1136.00000,236.00000,2.56420,29.48256,0.72608,2.00000,1500.00000,0.01500,82.79884,0.00000
140,2.91667,3641.53,5.02954,7.55224e+07,3.24611e+07,15422.00000,13692.00000,1141,903,238,0,1141.00000,236.00000,2.56420,29.48256,0.72878,2.00000,1500.00000,0.01500,82.86129,0.00000
